Format Version,1.23,Take Name,circum_21_10_2023,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-10-21 11.48.30.571 AM,Total Frames in Take,955,Total Exported Frames,955,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
36,0.300000,124.309990,24.237860,31.688704,74.931602,199.394196,108.044220,0.178685,21.188787,315.948639,189.439804,0.952281,35.909279,253.057266,250.903305,0.976463,34.099083,296.966248,215.287613,0.922576,3.843225,283.018768,210.377396,0.913436,68.734718,307.032593,219.237152,0.958507,75.024353,199.326172,107.926331,0.000000,21.236961,315.840302,189.554382,35.959541,253.008820,250.978622,34.139435,297.171265,215.534073,3.645276,282.981537,210.096756,68.793877,307.021729,219.081329,,,,,,
37,0.308333,124.227043,24.292402,31.677526,74.978745,199.421371,108.051376,0.178705,21.100916,316.052307,189.247910,0.957227,35.853207,253.268005,250.813126,0.975503,34.017963,297.120880,215.129700,0.918336,3.776401,283.139099,210.229034,0.915288,68.643127,307.223938,219.077286,0.960605,75.071602,199.353241,107.933624,0.000000,21.158781,315.931335,189.354172,35.910381,253.219925,250.876541,34.061901,297.323364,215.382217,3.574370,283.115509,209.958038,68.686256,307.214142,218.926041,,,,,,
38,0.316667,124.160393,24.313599,31.655445,74.971260,199.423462,108.040222,0.183816,21.041393,316.134521,189.086975,0.957227,35.830353,253.439041,250.733917,0.975503,33.970097,297.243805,214.992691,0.918336,3.735170,283.240356,210.113052,0.915288,68.590500,307.369507,218.924042,0.960605,75.064140,199.355225,107.922554,0.000000,21.108479,316.004974,189.200699,35.879986,253.389206,250.793518,34.015274,297.440674,215.256653,3.533657,283.219849,209.840729,68.630020,307.372742,218.759445,,,,,,
39,0.325000,124.088814,24.324787,31.662203,74.974159,199.397629,108.068138,0.182930,21.016382,316.200439,188.963959,0.952392,35.799442,253.580536,250.689087,0.978603,33.941849,297.342163,214.894928,0.918301,3.709309,283.329773,210.026108,0.915885,68.560440,307.476074,218.820999,0.956766,75.067062,199.329254,107.950577,0.000000,21.080708,316.070190,189.087112,35.843811,253.536530,250.747559,33.985939,297.532257,215.157043,3.516815,283.309509,209.750885,68.600174,307.480621,218.652756,,,,,,
40,0.333333,124.049309,24.325064,31.658072,74.967552,199.403503,108.069420,0.181298,21.009192,316.262238,188.884048,0.952392,35.798008,253.687378,250.653412,0.978603,33.936775,297.423187,214.827896,0.918301,3.704555,283.406067,209.970718,0.915885,68.555161,307.561340,218.744888,0.956766,75.060463,199.335068,107.951904,0.000000,21.071077,316.134338,189.010620,35.847023,253.649078,250.713028,33.973591,297.616547,215.088455,3.513581,283.383026,209.689514,68.598412,307.557220,218.579422,,,,,,
41,0.341667,124.035851,24.319002,31.640364,74.956474,199.447632,108.043106,0.168893,21.013580,316.331848,188.831146,0.960796,35.824852,253.780426,250.618881,0.975217,33.950077,297.503082,214.778030,0.920852,3.717408,283.482117,209.934799,0.916164,68.568886,307.645081,218.681244,0.959291,75.049355,199.379150,107.925575,0.000000,21.054018,316.231293,188.944458,35.875221,253.739471,250.693802,33.991219,297.696777,215.025070,3.536991,283.448944,209.654083,68.617332,307.626373,218.526917,,,,,,
42,0.350000,124.025337,24.314043,31.600922,74.963074,199.458603,108.042404,0.172908,21.033421,316.365479,188.806534,0.960796,35.897278,253.847031,250.615036,0.975217,33.989914,297.552429,214.754852,0.920852,3.758423,283.520752,209.935333,0.916164,68.608116,307.705933,218.633636,0.959291,75.055901,199.390091,107.924866,0.000000,21.077013,316.263123,188.925125,35.939259,253.801559,250.691772,34.031391,297.742249,215.005768,3.575848,283.485016,209.653030,68.663597,307.699860,218.469742,,,,,,
43,0.358333,124.024872,24.282417,31.570295,74.935661,199.440628,108.042091,0.173800,21.085192,316.375854,188.817947,0.959914,35.981541,253.868790,250.630081,0.975874,34.056698,297.566345,214.761307,0.921584,3.819197,283.539185,209.966507,0.914857,68.679512,307.714355,218.613098,0.957185,75.028389,199.372070,107.924500,0.000000,21.119373,316.275848,188.938492,36.018974,253.825821,250.708008,34.119217,297.744507,215.011841,3.635452,283.507050,209.681610,68.729103,307.711456,218.449249,,,,,,
44,0.366667,124.040741,24.259886,31.557154,74.952721,199.453079,108.042084,0.177535,21.158461,316.384796,188.860489,0.959914,36.066051,253.863281,250.655350,0.975874,34.136238,297.567810,214.795319,0.921584,3.893919,283.547821,210.009872,0.914857,68.762688,307.707855,218.635361,0.957185,75.045395,199.384521,107.924438,0.000000,21.190079,316.283661,188.987808,36.104061,253.822418,250.735916,34.200718,297.751617,215.044342,3.710357,283.513611,209.717987,68.812180,307.700378,218.470200,,,,,,
45,0.375000,124.039421,24.247990,31.581865,75.037537,199.436310,108.082695,0.188813,21.272179,316.376678,188.907867,0.951555,36.142307,253.839798,250.696182,0.978335,34.237144,297.550629,214.842514,0.920445,3.990337,283.543243,210.048553,0.914561,68.866776,307.676483,218.691345,0.956068,75.130211,199.367737,107.965057,0.000000,21.311459,316.250061,189.049179,36.173431,253.798569,250.765778,34.298840,297.743927,215.087646,3.807529,283.515930,209.761093,68.917458,307.678345,218.523102,,,,,,
46,0.383333,124.062195,24.204672,31.617315,75.059631,199.456329,108.074753,0.190819,21.400898,316.394653,188.973709,0.952111,36.209347,253.803558,250.721954,0.975912,34.346970,297.539520,214.896652,0.920771,4.087173,283.563721,210.092270,0.914489,68.985954,307.630249,218.753632,0.955908,75.152237,199.387741,107.957077,0.000000,21.447651,316.266479,189.108170,36.244564,253.751724,250.795151,34.401531,297.734100,215.140778,3.897654,283.541077,209.808441,69.039001,307.638214,218.585632,,,,,,
47,0.391667,124.071716,24.160196,31.653208,75.083359,199.463730,108.089310,0.187637,21.534138,316.419495,189.035690,0.952111,36.279911,253.788025,250.757996,0.975912,34.461044,297.540894,214.951126,0.920771,4.188001,283.596313,210.139664,0.914489,69.109573,307.596588,218.813690,0.955908,75.175911,199.395111,107.971619,0.000000,21.577871,316.291718,189.172592,36.319672,253.747040,250.826385,34.517319,297.733032,215.193268,4.000251,283.574310,209.854233,69.157501,307.594940,218.651611,,,,,,
48,0.400000,124.089783,24.087282,31.690456,75.043381,199.468781,108.078415,0.179638,21.674305,316.451538,189.104553,0.953862,36.346855,253.763885,250.787231,0.979500,34.580746,297.540009,215.006180,0.920479,4.287333,283.640228,210.193329,0.915078,69.244041,307.545441,218.866898,0.957994,75.135811,199.400101,107.960648,0.000000,21.711164,316.328979,189.237503,36.386139,253.730743,250.851120,34.630318,297.735931,215.251801,4.104282,283.610046,209.908783,69.301300,307.535522,218.709244,,,,,,
49,0.408333,124.097916,24.040945,31.693895,75.044624,199.469421,108.093620,0.177951,21.790548,316.476105,189.160980,0.953862,36.444351,253.767883,250.827255,0.979500,34.694305,297.551208,215.054199,0.920479,4.389196,283.673431,210.251404,0.915078,69.366173,307.531708,218.902435,0.957994,75.136963,199.400696,107.975807,0.000000,21.825157,316.354980,189.293823,36.475769,253.735458,250.887985,34.753342,297.745209,215.293640,4.213204,283.640808,209.976151,69.417023,307.524017,218.744797,,,,,,
50,0.416667,124.093132,24.007891,31.665222,75.061554,199.457748,108.127449,0.178463,21.890312,316.499481,189.198547,0.955301,36.573505,253.805756,250.872559,0.980598,34.808052,297.579193,215.088135,0.919443,4.496515,283.706757,210.310593,0.916056,69.484818,307.553101,218.909164,0.957923,75.153786,199.388962,108.009598,0.000000,21.925560,316.381897,189.328568,36.606964,253.773239,250.934570,34.868793,297.777985,215.334351,4.313563,283.668304,210.031677,69.538284,307.542908,218.749893,,,,,,
51,0.425000,124.096085,23.968609,31.624773,75.074387,199.461990,108.135681,0.181266,22.001755,316.533783,189.227997,0.955301,36.728672,253.851532,250.903183,0.980598,34.939358,297.616913,215.110153,0.919443,4.620589,283.749573,210.363724,0.916056,69.621681,307.584564,218.896988,0.957923,75.166504,199.393173,108.017761,0.000000,22.051893,316.426422,189.353180,36.772331,253.809952,250.975998,34.993332,297.814056,215.353638,4.422696,283.709015,210.083817,69.671707,307.576935,218.735428,,,,,,
52,0.433333,124.089172,23.925997,31.594843,75.089066,199.449127,108.138306,0.177838,22.123072,316.566345,189.234756,0.957616,36.878265,253.899460,250.918869,0.975373,35.075111,297.653564,215.112701,0.919741,4.747666,283.795227,210.395523,0.915948,69.763977,307.610382,218.868042,0.959916,75.181061,199.380219,108.020332,0.000000,22.190250,316.451477,189.339828,36.933266,253.848877,250.983002,35.117409,297.852631,215.360962,4.540164,283.765503,210.132645,69.807068,307.606659,218.713623,,,,,,
53,0.441667,124.088554,23.857965,31.572701,75.054054,199.439590,108.113251,0.173308,22.257786,316.611877,189.240784,0.957616,37.022858,253.943741,250.921188,0.975373,35.219765,297.693237,215.109436,0.919741,4.876942,283.858002,210.423645,0.915948,69.920006,307.623474,218.829865,0.959916,75.145882,199.370590,107.995193,0.000000,22.304491,316.494812,189.349411,37.077938,253.895737,250.990265,35.249138,297.900085,215.362701,4.687597,283.832123,210.145401,69.978149,307.607758,218.677399,,,,,,
54,0.450000,124.083313,23.808046,31.545336,75.050148,199.451309,108.105850,0.172782,22.378706,316.671844,189.244873,0.958067,37.166355,254.014221,250.930542,0.975788,35.353653,297.754395,215.107910,0.918646,5.000263,283.932281,210.451843,0.916140,70.061790,307.669128,218.796021,0.960109,75.141838,199.382248,107.987747,0.000000,22.420591,316.554321,189.356949,37.221554,253.971756,250.997849,35.390717,297.959808,215.357574,4.815874,283.908447,210.172638,70.112007,307.647614,218.646088,,,,,,
55,0.458333,124.068573,23.764465,31.507711,75.043770,199.457458,108.103752,0.178986,22.481688,316.735809,189.230148,0.958067,37.307949,254.106018,250.934906,0.975788,35.474976,297.828033,215.091080,0.918646,5.113259,284.012390,210.470261,0.916140,70.189400,307.734497,218.741928,0.960109,75.135330,199.388290,107.985596,0.000000,22.523848,316.610260,189.344742,37.355309,254.057892,251.000763,35.523441,298.034332,215.344147,4.927488,283.991486,210.192642,70.237236,307.722687,218.585785,,,,,,
56,0.466667,124.043900,23.724070,31.480927,75.044182,199.451843,108.112694,0.178476,22.583290,316.798462,189.205826,0.955496,37.434238,254.201797,250.938171,0.976553,35.589451,297.902222,215.068695,0.917853,5.219527,284.094177,210.479187,0.916903,70.309998,307.798981,218.687424,0.959739,75.135635,199.382584,107.994514,0.000000,22.635286,316.669128,189.316528,37.486107,254.152863,250.999146,35.627136,298.111359,215.319412,5.027017,284.073395,210.209061,70.360977,307.789032,218.535004,,,,,,
57,0.475000,124.033630,23.683491,31.450188,75.029564,199.470215,108.095917,0.178279,22.670444,316.865265,189.184814,0.955496,37.551483,254.288315,250.929947,0.976553,35.691502,297.975189,215.044708,0.917853,5.313583,284.174805,210.485077,0.916903,70.418045,307.862518,218.631607,0.959739,75.120903,199.400894,107.977684,0.000000,22.725382,316.735016,189.295975,37.601292,254.240601,250.987762,35.726765,298.180756,215.293518,5.115259,284.151184,210.218842,70.476387,307.858246,218.479980,,,,,,
58,0.483333,124.015335,23.648560,31.417480,75.040977,199.472855,108.089813,0.178096,22.769627,316.923431,189.154831,0.956381,37.685169,254.377213,250.922745,0.977047,35.806690,298.044800,215.014999,0.923328,5.422309,284.248383,210.486435,0.916678,70.538086,307.926727,218.569580,0.961345,75.132210,199.403442,107.971550,0.000000,22.816738,316.800568,189.269394,37.734947,254.332489,250.985596,35.855808,298.238068,215.248001,5.222140,284.227051,210.220810,70.592270,307.922302,218.424820,,,,,,
59,0.491667,123.999420,23.612434,31.396645,75.058777,199.490723,108.083176,0.175534,22.877905,316.993195,189.131287,0.956381,37.811268,254.468109,250.916306,0.977047,35.924877,298.121124,214.991241,0.923328,5.533032,284.333008,210.487640,0.916678,70.661827,307.992828,218.519806,0.961345,75.149902,199.421234,107.964882,0.000000,22.926971,316.881561,189.247574,37.862988,254.425858,250.984787,35.973743,298.310272,215.224380,5.335597,284.306671,210.218063,70.709679,307.983826,218.371323,,,,,,
60,0.500000,123.973015,23.574734,31.368382,75.065628,199.485413,108.088715,0.174608,22.979368,317.056488,189.098145,0.957140,37.940311,254.567719,250.913208,0.976469,36.040016,298.197601,214.960846,0.924391,5.640797,284.415466,210.488892,0.915842,70.782471,308.061493,218.457123,0.959005,75.156654,199.415802,107.970398,0.000000,23.024309,316.948334,189.223343,37.986614,254.528976,250.985413,36.089314,298.378174,215.198395,5.452981,284.389191,210.210754,70.829727,308.054108,218.300262,,,,,,
61,0.508333,123.937691,23.504892,31.360609,75.005997,199.465454,108.092400,0.175829,23.093983,317.139832,189.063705,0.954687,38.044579,254.678421,250.908966,0.979172,36.157146,298.285980,214.928802,0.921635,5.741477,284.529480,210.489929,0.915153,70.911598,308.119476,218.391220,0.957075,75.096855,199.395691,107.974060,0.000000,23.145367,317.026123,189.195175,38.087269,254.646774,250.973129,36.204048,298.469025,215.178909,5.553169,284.498077,210.209320,70.958885,308.113190,218.226288,,,,,,
62,0.516667,123.884254,23.466290,31.363358,75.029343,199.426208,108.132889,0.177979,23.213512,317.204773,189.014267,0.954687,38.148651,254.791138,250.911438,0.979172,36.274460,298.366913,214.892136,0.921635,5.849265,284.624115,210.476135,0.915153,71.035812,308.183258,218.333786,0.957075,75.120125,199.356277,108.014587,0.000000,23.273314,317.085419,189.134537,38.192368,254.752579,250.969345,36.329411,298.552948,215.141739,5.649855,284.595734,210.209534,71.076797,308.183655,218.172668,,,,,,
63,0.525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.370401,317.159729,189.100815,38.295456,254.859207,250.957367,36.433762,298.644745,215.108521,5.754379,284.704712,210.192245,71.190666,308.247498,218.119965,,,,,,
64,0.533333,123.839378,23.384678,31.343882,75.023010,199.460663,108.111038,0.174804,23.411192,317.365662,188.938614,0.955079,38.348564,254.993851,250.877441,0.979458,36.480385,298.538422,214.820023,0.920966,6.036706,284.822296,210.448685,0.916467,71.255234,308.322815,218.216095,0.958439,75.113594,199.390518,107.992699,0.000000,23.460552,317.235962,189.056091,38.391193,254.957825,250.927917,36.533577,298.729980,215.072647,5.847169,284.801178,210.183258,71.299660,308.318146,218.060806,,,,,,
65,0.541667,123.812767,23.348259,31.318033,75.007423,199.471542,108.097816,0.176809,23.487083,317.443909,188.885513,0.954081,38.449150,255.107468,250.853958,0.980032,36.568745,298.629395,214.769897,0.918871,6.117940,284.919525,210.428619,0.918105,71.348862,308.405640,218.135391,0.955906,75.097900,199.401321,107.979462,0.000000,23.551897,317.318451,189.002960,38.486580,255.062881,250.908646,36.616428,298.814087,215.032440,5.925087,284.895050,210.164963,71.391762,308.415710,217.964600,,,,,,
66,0.550000,123.808983,23.318752,31.279358,74.987648,199.528824,108.051231,0.160796,23.541861,317.532349,188.840836,0.954081,38.548409,255.215408,250.818100,0.980032,36.642696,298.725433,214.721008,0.918871,6.187297,285.016663,210.408707,0.918105,71.426308,308.499908,218.055374,0.955906,75.078033,199.458542,107.932831,0.000000,23.597265,317.434570,188.946136,38.593025,255.180954,250.877625,36.691921,298.897308,214.981400,5.996198,284.981537,210.145081,71.468056,308.495392,217.893723,,,,,,
67,0.558333,123.781235,23.289265,31.241190,74.972420,199.532593,108.044701,0.164070,23.601118,317.601044,188.786926,0.961357,38.651505,255.329132,250.798828,0.980416,36.720886,298.812317,214.670746,0.924877,6.260857,285.102997,210.392899,0.918863,71.507988,308.586243,217.970154,0.960821,75.062698,199.462219,107.926277,0.000000,23.650280,317.501801,188.894745,38.692825,255.296295,250.856674,36.786186,298.980865,214.910767,6.062863,285.067963,210.138107,71.550194,308.584747,217.819199,,,,,,
68,0.566667,123.750587,23.262854,31.190285,74.951736,199.543106,108.032288,0.173434,23.647577,317.679474,188.717850,0.961357,38.760319,255.463547,250.770782,0.980416,36.792858,298.914551,214.606018,0.924877,6.329820,285.199310,210.368790,0.918863,71.582344,308.693817,217.864243,0.960821,75.041916,199.472626,107.913841,0.000000,23.689865,317.579041,188.835052,38.797894,255.420273,250.843613,36.854969,299.103149,214.854233,6.137214,285.159058,210.094742,71.632973,308.689117,217.700211,,,,,,
69,0.575000,123.717857,23.241993,31.154142,74.946892,199.550613,108.028885,0.178187,23.695656,317.752136,188.652588,0.957909,38.852055,255.587433,250.746185,0.976733,36.859009,299.008728,214.547150,0.920078,6.393351,285.289429,210.342026,0.916035,71.650520,308.791321,217.773544,0.957339,75.036995,199.480042,107.910439,0.000000,23.731905,317.641266,188.774002,38.887821,255.541061,250.818527,36.916252,299.212494,214.786758,6.203174,285.249969,210.068024,71.711403,308.784454,217.614273,,,,,,
70,0.583333,123.686562,23.216379,31.123577,74.925339,199.559631,108.018562,0.180496,23.738787,317.827209,188.586426,0.957909,38.929707,255.708008,250.717102,0.976733,36.917252,299.102142,214.486511,0.920078,6.447472,285.382721,210.311752,0.916035,71.711853,308.883667,217.682709,0.957339,75.015350,199.488953,107.900116,0.000000,23.766651,317.708618,188.712219,38.974506,255.662231,250.793549,36.975822,299.296265,214.725403,6.259610,285.363251,210.024902,71.768471,308.873474,217.528351,,,,,,
71,0.591667,123.653572,23.196508,31.083979,74.907379,199.559570,108.013771,0.175538,23.771345,317.892242,188.518173,0.956676,39.011032,255.826706,250.690521,0.976851,36.969685,299.189941,214.424637,0.922242,6.497770,285.465057,210.283478,0.914194,71.765953,308.976410,217.587448,0.959910,74.997307,199.488800,107.895317,0.000000,23.797869,317.775940,188.643890,39.058926,255.790985,250.761246,37.028275,299.378571,214.664856,6.309999,285.444580,209.996872,71.820679,308.960449,217.437485,,,,,,
72,0.600000,123.594322,23.187359,31.057262,74.917839,199.513733,108.049316,0.169665,23.805294,317.939056,188.432343,0.956676,39.079155,255.950806,250.673416,0.976851,37.017117,299.269684,214.355652,0.922242,6.544806,285.536591,210.244812,0.914194,71.813766,309.063568,217.491028,0.959910,75.007721,199.442841,107.930908,0.000000,23.846109,317.824005,188.539688,39.134720,255.910156,250.737366,37.069164,299.459808,214.602570,6.351600,285.518066,209.973068,71.858543,309.047668,217.344513,,,,,,
73,0.608333,123.565857,23.179119,30.994442,74.898422,199.527603,108.029945,0.175110,23.807894,318.005157,188.349945,0.958060,39.166100,256.081421,250.634491,0.975862,37.051712,299.365631,214.278427,0.921420,6.581656,285.615387,210.208328,0.917653,71.846931,309.177643,217.372711,0.956361,74.988228,199.456635,107.911522,0.000000,23.874384,317.897339,188.459961,39.207691,256.027802,250.703156,37.103115,299.546936,214.529999,6.382331,285.585571,209.947800,71.886726,309.187622,217.203049,,,,,,
74,0.616667,123.525696,23.169537,30.931704,74.866638,199.514236,108.025978,0.170814,23.801476,318.061310,188.259415,0.958060,39.243511,256.214600,250.599655,0.975862,37.077209,299.456726,214.196625,0.921420,6.609127,285.689209,210.170456,0.917653,71.871193,309.286713,217.247375,0.956361,74.956367,199.443176,107.907539,0.000000,23.867409,317.951691,188.373947,39.287300,256.178314,250.655441,37.129520,299.633331,214.443695,6.406898,285.655396,209.913834,71.911430,309.289795,217.086472,,,,,,
75,0.625000,123.488007,23.171890,30.856009,74.844849,199.511475,108.005074,0.177513,23.775515,318.117035,188.149445,0.955052,39.322868,256.354645,250.547104,0.978586,37.090038,299.552277,214.095352,0.921238,6.627694,285.758606,210.115616,0.914804,71.880074,309.410400,217.100082,0.957732,74.934509,199.440323,107.886642,0.000000,23.837442,318.000427,188.271515,39.370461,256.317200,250.607697,37.142525,299.734131,214.347229,6.422891,285.730438,209.844696,71.922852,309.410767,216.936508,,,,,,
76,0.633333,123.447746,23.180782,30.798065,74.815887,199.524826,107.979347,0.167069,23.725636,318.185699,188.028366,0.960396,39.355682,256.502045,250.483215,0.979949,37.069962,299.658112,213.985535,0.922893,6.613754,285.840515,210.041977,0.916025,71.855721,309.541809,216.955383,0.960002,74.905510,199.453613,107.860931,0.000000,23.771601,318.089478,188.145538,39.400337,256.475861,250.544495,37.130627,299.844910,214.223343,6.413010,285.791382,209.777176,71.905190,309.526489,216.804001,,,,,,
77,0.641667,123.423462,23.202873,30.724958,74.791237,199.554459,107.908127,0.173949,23.647425,318.239990,187.886383,0.960396,39.385036,256.629364,250.386322,0.979949,37.029572,299.749390,213.850433,0.922893,6.583743,285.898682,209.943054,0.916025,71.808014,309.669495,216.784485,0.960002,74.880836,199.483215,107.789711,0.000000,23.687403,318.125732,188.008163,39.436737,256.599487,250.447784,37.081841,299.954437,214.087296,6.387219,285.861816,209.669373,71.860413,309.645660,216.638535,,,,,,
78,0.650000,123.385513,23.261040,30.656527,74.813011,199.585373,107.878944,0.173857,23.525433,318.287170,187.740997,0.957911,39.374752,256.770355,250.305054,0.976390,36.943665,299.845459,213.721207,0.925055,6.516591,285.946136,209.840408,0.917788,71.708710,309.819366,216.631531,0.960938,74.902672,199.514130,107.760574,0.000000,23.573795,318.176971,187.858749,39.424004,256.728271,250.373779,37.000473,300.028778,213.951492,6.323966,285.922485,209.574921,71.746933,309.811707,216.480225,,,,,,
79,0.658333,123.332413,23.265591,30.633890,74.680908,199.559204,107.825577,0.176233,23.382463,318.333771,187.572372,0.957911,39.264381,256.888947,250.198898,0.976390,36.812347,299.923737,213.569046,0.925055,6.387957,286.012177,209.711197,0.917788,71.575493,309.910065,216.459549,0.960938,74.770561,199.487869,107.707253,0.000000,23.418146,318.221680,187.695129,39.317421,256.847107,250.275528,36.867607,300.102295,213.811584,6.191689,285.995453,209.423401,71.627846,309.901917,216.305084,,,,,,
80,0.666667,123.278595,23.338718,30.671997,74.686226,199.618515,107.772476,0.166733,23.204412,318.409363,187.376678,0.960133,39.055340,257.018524,250.063950,0.976584,36.616234,300.026733,213.402039,0.928263,6.206721,286.090302,209.516769,0.915547,71.368546,310.040436,216.327881,0.959792,74.776077,199.547150,107.654312,0.000000,23.238922,318.317871,187.502625,39.100311,256.988464,250.140427,36.681984,300.183167,213.633484,6.018656,286.062469,209.237549,71.411377,310.033264,216.173050,,,,,,
81,0.675000,123.182655,23.413462,30.775730,74.632599,199.624695,107.758896,0.172932,22.962004,318.482208,187.140930,0.960133,38.691952,257.154236,249.920105,0.976584,36.322304,300.126984,213.212036,0.928263,5.923547,286.181274,209.276077,0.915547,71.066589,310.149719,216.201447,0.959792,74.722710,199.553223,107.640991,0.000000,23.004536,318.372070,187.258194,38.736225,257.111603,249.989166,36.378979,300.309113,213.451584,5.731441,286.155304,209.005692,71.115173,310.146393,216.046082,,,,,,
82,0.683333,123.044708,23.476440,31.121925,74.574577,199.607254,107.723000,0.176420,22.739086,318.574127,186.833237,0.954605,38.010330,257.213715,249.693909,0.977501,35.923782,300.190979,212.974014,0.926359,5.516760,286.309357,208.878662,0.915382,70.672958,310.140533,216.145569,0.959368,74.665154,199.535614,107.605568,0.000000,22.781925,318.458435,186.966492,38.056950,257.179504,249.762909,35.975334,300.363037,213.207489,5.328079,286.291016,208.598282,70.720619,310.136658,215.990280,,,,,,
83,0.691667,122.893341,23.582270,31.568903,74.622078,199.672882,107.716347,0.166086,22.512238,318.724213,186.518692,0.954605,37.198990,257.298950,249.455307,0.977501,35.470387,300.298065,212.742325,0.926359,5.060375,286.489655,208.427444,0.915382,70.219673,310.164673,216.162048,0.959368,74.713303,199.601074,107.599518,0.000000,22.570385,318.625061,186.623154,37.249672,257.258209,249.520111,35.512081,300.495819,212.996735,4.867394,286.447083,208.162186,70.262192,310.149323,216.003494,,,,,,
84,0.700000,122.715248,23.682060,31.937725,74.605675,199.627991,107.739204,0.166446,22.238153,318.811249,186.170425,0.959664,36.446873,257.394257,249.224686,0.977930,35.009411,300.376709,212.479706,0.919254,4.601516,286.618622,207.992676,0.918923,69.754959,310.184998,216.099258,0.953628,74.697464,199.555969,107.622948,0.000000,22.294731,318.712341,186.284683,36.477024,257.347443,249.293198,35.043648,300.564484,212.740265,4.423156,286.572266,207.725815,69.812309,310.189545,215.922928,,,,,,
