Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
365,6.083333,0.489520,0.180126,0.741920,0.421285,0.045753,0.184823,0.179512,0.000210,0.075017,0.263094,0.302212,0.945262,0.049097,0.306156,0.276691,0.977010,0.045750,0.184824,0.179515,0.000000,0.045472,0.248802,0.317718,0.934037,0.100322,0.275526,0.283204,0.928825,0.100721,0.240747,0.307779,0.936910,,,,,,,,,,0.075177,0.263238,0.302173,0.049131,0.306240,0.276676,,,,0.045228,0.248708,0.317745,0.100134,0.275323,0.283269,0.100961,0.240816,0.307741
366,6.100000,0.486868,0.179185,0.745711,0.418051,0.045195,0.184869,0.179734,0.000222,0.072938,0.262914,0.302930,0.945262,0.046858,0.305862,0.277379,0.977010,0.045192,0.184869,0.179737,0.000000,0.043397,0.248329,0.318168,0.934037,0.098280,0.275619,0.284153,0.928825,0.098780,0.240753,0.308602,0.936910,,,,,,,,,,0.073070,0.263031,0.302886,0.046912,0.305963,0.277364,,,,0.043131,0.248224,0.318207,0.098083,0.275413,0.284208,0.099056,0.240845,0.308569
367,6.116667,0.484225,0.178375,0.749427,0.414810,0.044535,0.184977,0.179931,0.000228,0.070773,0.262810,0.303590,0.952774,0.044527,0.305635,0.278003,0.970223,0.044532,0.184978,0.179934,0.000000,0.041245,0.247934,0.318567,0.926813,0.096143,0.275786,0.285037,0.925672,0.096753,0.240839,0.309368,0.925055,,,,,,,,,,0.070920,0.262919,0.303542,0.044565,0.305747,0.277986,,,,0.040971,0.247835,0.318602,0.095949,0.275569,0.285098,0.097036,0.240935,0.309337
368,6.133333,0.481854,0.177749,0.752586,0.412112,0.043768,0.185057,0.180145,0.000233,0.068705,0.262731,0.304172,0.952774,0.042321,0.305444,0.278539,0.970223,0.043765,0.185057,0.180148,0.000000,0.039188,0.247610,0.318927,0.926813,0.094098,0.275932,0.285811,0.925672,0.094800,0.240924,0.310052,0.925055,,,,,,,,,,0.068841,0.262851,0.304126,0.042356,0.305557,0.278511,,,,0.038917,0.247507,0.318971,0.093912,0.275720,0.285883,0.095087,0.241007,0.310012
369,6.150000,0.479895,0.177716,0.755254,0.409524,0.042903,0.185104,0.180458,0.000236,0.066741,0.262710,0.304744,0.951671,0.040188,0.305292,0.279069,0.967598,0.042900,0.185104,0.180461,0.000000,0.037260,0.247362,0.319334,0.923717,0.092129,0.276116,0.286526,0.925586,0.092956,0.241068,0.310704,0.924021,,,,,,,,,,0.066873,0.262846,0.304706,0.040224,0.305413,0.279043,,,,0.036985,0.247236,0.319375,0.091951,0.275885,0.286585,0.093241,0.241167,0.310668
370,6.166667,0.477653,0.176933,0.758452,0.406561,0.042257,0.185319,0.180677,0.000231,0.064789,0.262676,0.305361,0.951671,0.038087,0.305153,0.279666,0.967598,0.042253,0.185319,0.180679,0.000000,0.035330,0.247070,0.319721,0.923717,0.090190,0.276324,0.287341,0.925586,0.091121,0.241202,0.311408,0.924021,,,,,,,,,,0.064911,0.262824,0.305328,0.038137,0.305258,0.279655,,,,0.035053,0.246943,0.319751,0.090009,0.276090,0.287386,0.091407,0.241310,0.311376
371,6.183333,0.475800,0.176217,0.761036,0.404211,0.041403,0.185516,0.181019,0.000239,0.062872,0.262655,0.306025,0.958599,0.036060,0.305052,0.280312,0.968638,0.041400,0.185516,0.181021,0.000000,0.033430,0.246844,0.320194,0.921455,0.088286,0.276496,0.288170,0.921104,0.089294,0.241313,0.312146,0.913392,,,,,,,,,,0.062989,0.262761,0.305974,0.036113,0.305166,0.280305,,,,0.033136,0.246737,0.320224,0.088090,0.276255,0.288227,0.089615,0.241441,0.312117
372,6.200000,0.473766,0.175059,0.764092,0.401329,0.040791,0.185849,0.181212,0.000251,0.061020,0.262631,0.306645,0.958599,0.034086,0.304955,0.280939,0.968638,0.040788,0.185850,0.181215,0.000000,0.031598,0.246573,0.320577,0.921455,0.086448,0.276706,0.288996,0.921104,0.087543,0.241436,0.312839,0.913392,,,,,,,,,,0.061161,0.262787,0.306600,0.034127,0.305078,0.280920,,,,0.031305,0.246433,0.320613,0.086257,0.276452,0.289053,0.087844,0.241551,0.312809
373,6.216667,0.472172,0.174245,0.766338,0.399272,0.039857,0.186059,0.181461,0.000200,0.059158,0.262595,0.307189,0.961014,0.032140,0.304861,0.281476,0.954571,0.039854,0.186060,0.181463,0.000000,0.029751,0.246361,0.320945,0.936824,0.084599,0.276838,0.289693,0.940783,0.085754,0.241509,0.313445,0.900048,,,,,,,,,,0.059076,0.262520,0.307080,0.032217,0.305024,0.281457,,,,0.029523,0.246287,0.321026,0.084472,0.276649,0.289758,0.086113,0.241684,0.313428
374,6.233333,0.471298,0.172771,0.768092,0.397572,0.038709,0.186486,0.181493,0.000139,0.057337,0.262601,0.307578,0.961014,0.030287,0.304885,0.281928,0.954571,0.038706,0.186486,0.181495,0.000000,0.027928,0.246230,0.321167,0.936824,0.082798,0.276984,0.290226,0.940783,0.083971,0.241569,0.313850,0.900048,,,,,,,,,,0.057329,0.262589,0.307503,0.030319,0.304990,0.281846,,,,0.027819,0.246168,0.321272,0.082710,0.276949,0.290321,0.084145,0.241573,0.313806
375,6.250000,0.469139,0.172992,0.770731,0.394912,0.038096,0.186682,0.181603,0.000143,0.055587,0.262755,0.307877,0.983237,0.028357,0.304880,0.282157,0.967068,0.038093,0.186683,0.181605,0.000000,0.026232,0.246155,0.321305,0.954640,0.081026,0.277343,0.290665,0.967981,0.082341,0.241905,0.314246,0.954186,,,,,,,,,,0.055568,0.262780,0.307818,0.028414,0.304979,0.282092,,,,0.026110,0.246060,0.321400,0.080931,0.277285,0.290729,0.082518,0.241933,0.314211
376,6.266667,0.466537,0.173335,0.773411,0.392598,0.037558,0.186829,0.181698,0.000142,0.053834,0.262953,0.308103,0.980394,0.026454,0.304903,0.282256,0.962543,0.037555,0.186829,0.181701,0.000000,0.024522,0.246144,0.321363,0.957493,0.079265,0.277726,0.291038,0.963040,0.080696,0.242285,0.314608,0.953370,,,,,,,,,,0.053813,0.262944,0.308028,0.026495,0.305026,0.282181,,,,0.024417,0.246057,0.321465,0.079175,0.277649,0.291126,0.080872,0.242334,0.314567
377,6.283333,0.463894,0.173836,0.775838,0.390717,0.037069,0.186897,0.181816,0.000156,0.052201,0.263151,0.308285,0.980394,0.024699,0.304924,0.282281,0.962543,0.037065,0.186898,0.181818,0.000000,0.022923,0.246163,0.321393,0.957493,0.077630,0.278077,0.291351,0.963040,0.079156,0.242651,0.314938,0.953370,,,,,,,,,,0.052181,0.263142,0.308207,0.024747,0.305052,0.282200,,,,0.022796,0.246063,0.321510,0.077544,0.278015,0.291432,0.079343,0.242694,0.314897
378,6.300000,0.461773,0.174304,0.777660,0.389396,0.036446,0.186991,0.181980,0.000155,0.050698,0.263380,0.308469,0.982544,0.023111,0.305011,0.282329,0.958713,0.036443,0.186992,0.181982,0.000000,0.021445,0.246263,0.321465,0.950837,0.076128,0.278415,0.291633,0.967977,0.077720,0.243009,0.315245,0.950629,,,,,,,,,,0.050663,0.263383,0.308409,0.023164,0.305144,0.282247,,,,0.021326,0.246152,0.321575,0.076039,0.278352,0.291701,0.077911,0.243047,0.315211
379,6.316667,0.459416,0.175076,0.779689,0.387775,0.035944,0.187063,0.182172,0.000154,0.049212,0.263634,0.308659,0.982544,0.021505,0.305088,0.282363,0.958713,0.035940,0.187064,0.182175,0.000000,0.019999,0.246364,0.321541,0.950837,0.074630,0.278799,0.291921,0.967977,0.076318,0.243422,0.315570,0.950629,,,,,,,,,,0.049176,0.263628,0.308570,0.021544,0.305220,0.282283,,,,0.019883,0.246268,0.321655,0.074547,0.278744,0.291999,0.076514,0.243446,0.315546
380,6.333333,0.457886,0.175795,0.781486,0.385638,0.035243,0.187255,0.182361,0.000146,0.047712,0.263866,0.308904,0.978135,0.019833,0.305163,0.282545,0.962790,0.035240,0.187255,0.182363,0.000000,0.018567,0.246419,0.321702,0.956319,0.073086,0.279186,0.292240,0.967257,0.074919,0.243812,0.315884,0.950046,,,,,,,,,,0.047673,0.263859,0.308826,0.019875,0.305282,0.282466,,,,0.018456,0.246336,0.321808,0.072998,0.279134,0.292322,0.075115,0.243835,0.315852
381,6.350000,0.454937,0.174565,0.785218,0.382088,0.035516,0.187940,0.182303,0.000281,0.046369,0.264114,0.309258,0.978135,0.018349,0.305289,0.282856,0.962790,0.035513,0.187940,0.182305,0.000000,0.017273,0.246371,0.321757,0.956319,0.071741,0.279715,0.292855,0.967257,0.073688,0.244258,0.316364,0.950046,,,,,,,,,,0.046238,0.264001,0.309141,0.018260,0.305295,0.282747,,,,0.017065,0.246325,0.322024,0.072116,0.279987,0.292922,0.073741,0.244139,0.316256
382,6.366667,0.454037,0.174323,0.786971,0.379656,0.034844,0.188247,0.182490,0.000256,0.044999,0.264156,0.309661,0.944080,0.016826,0.305250,0.283297,0.968303,0.034841,0.188247,0.182492,0.000000,0.015968,0.246229,0.322047,0.917359,0.070328,0.279932,0.293357,0.900117,0.072405,0.244426,0.316782,0.957482,,,,,,,,,,0.044850,0.264045,0.309537,0.016771,0.305272,0.283185,,,,0.015776,0.246176,0.322310,0.070637,0.280170,0.293442,0.072492,0.244332,0.316670
383,6.383333,0.453739,0.174552,0.787653,0.378491,0.033755,0.188248,0.182828,0.000161,0.043643,0.264094,0.310058,0.944080,0.015374,0.305131,0.283709,0.968303,0.033752,0.188248,0.182830,0.000000,0.014654,0.246081,0.322416,0.917359,0.068938,0.279948,0.293779,0.900117,0.071098,0.244432,0.317179,0.957482,,,,,,,,,,0.043552,0.264022,0.309965,0.015375,0.305210,0.283624,,,,0.014505,0.246019,0.322579,0.069020,0.280015,0.293854,0.071256,0.244420,0.317118
384,6.400000,0.452876,0.174011,0.789241,0.376461,0.033118,0.188518,0.183028,0.000165,0.042369,0.264074,0.310478,0.963196,0.013992,0.305061,0.284165,0.966455,0.033115,0.188518,0.183030,0.000000,0.013425,0.245908,0.322717,0.937736,0.067637,0.280077,0.294303,0.965076,0.069889,0.244510,0.317617,0.956192,,,,,,,,,,0.042282,0.263999,0.310386,0.014006,0.305146,0.284062,,,,0.013272,0.245833,0.322899,0.067706,0.280161,0.294391,0.070046,0.244491,0.317541
385,6.416667,0.451724,0.173692,0.790969,0.374358,0.032514,0.188778,0.183256,0.000164,0.041040,0.264103,0.310893,0.963196,0.012545,0.305011,0.284585,0.966455,0.032511,0.188778,0.183258,0.000000,0.012147,0.245773,0.323009,0.937736,0.066278,0.280260,0.294825,0.965076,0.068631,0.244653,0.318069,0.956192,,,,,,,,,,0.040935,0.264033,0.310773,0.012560,0.305103,0.284504,,,,0.012001,0.245687,0.323186,0.066358,0.280319,0.294900,0.068787,0.244659,0.318019
386,6.433333,0.450505,0.173574,0.792529,0.372579,0.031859,0.188991,0.183546,0.000155,0.039703,0.264170,0.311313,0.959451,0.011107,0.304993,0.284983,0.974398,0.031856,0.188992,0.183548,0.000000,0.010855,0.245699,0.323322,0.936807,0.064916,0.280458,0.295340,0.964175,0.067357,0.244829,0.318540,0.958201,,,,,,,,,,0.039592,0.264109,0.311212,0.011139,0.305051,0.284905,,,,0.010695,0.245618,0.323501,0.065003,0.280546,0.295412,0.067508,0.244824,0.318468
387,6.450000,0.450109,0.172844,0.794090,0.370066,0.031086,0.189460,0.183700,0.000176,0.038364,0.264204,0.311755,0.959451,0.009624,0.304990,0.285526,0.974398,0.031083,0.189460,0.183702,0.000000,0.009582,0.245555,0.323647,0.936807,0.063529,0.280667,0.295885,0.964175,0.066096,0.244964,0.318958,0.958201,,,,,,,,,,0.038280,0.264121,0.311654,0.009623,0.305093,0.285429,,,,0.009429,0.245466,0.323827,0.063617,0.280737,0.295962,0.066245,0.244963,0.318898
388,6.466667,0.449232,0.172307,0.795756,0.367795,0.030366,0.189824,0.183940,0.000167,0.036975,0.264238,0.312224,0.957134,0.008111,0.304965,0.286037,0.974187,0.030362,0.189824,0.183943,0.000000,0.008250,0.245423,0.323990,0.936724,0.062103,0.280864,0.296463,0.962725,0.064778,0.245108,0.319442,0.955757,,,,,,,,,,0.036883,0.264140,0.312118,0.008119,0.305034,0.285961,,,,0.008074,0.245361,0.324162,0.062197,0.280952,0.296538,0.064943,0.245111,0.319379
389,6.483333,0.448526,0.171446,0.797340,0.365624,0.029587,0.190261,0.184035,0.000175,0.035580,0.264271,0.312583,0.957134,0.006613,0.304967,0.286462,0.974187,0.029583,0.190261,0.184037,0.000000,0.006905,0.245299,0.324216,0.936724,0.060678,0.281052,0.296939,0.962725,0.063444,0.245231,0.319804,0.955757,,,,,,,,,,0.035473,0.264214,0.312491,0.006624,0.305043,0.286374,,,,0.006733,0.245218,0.324387,0.060766,0.281118,0.297023,0.063624,0.245228,0.319728
390,6.500000,0.447302,0.170945,0.799243,0.363194,0.028935,0.190670,0.184127,0.000172,0.034131,0.264358,0.312894,0.961358,0.005035,0.304973,0.286792,0.970151,0.028932,0.190670,0.184129,0.000000,0.005518,0.245204,0.324384,0.936335,0.059190,0.281312,0.297376,0.967737,0.062071,0.245443,0.320153,0.955496,,,,,,,,,,0.034060,0.264271,0.312788,0.005035,0.305061,0.286711,,,,0.005343,0.245127,0.324551,0.059271,0.281369,0.297460,0.062236,0.245463,0.320090
391,6.516667,0.447044,0.170133,0.800740,0.360585,0.028094,0.191197,0.184215,0.000190,0.032764,0.264397,0.313280,0.958711,0.003518,0.304981,0.287296,0.970333,0.028091,0.191197,0.184217,0.000000,0.004223,0.245066,0.324652,0.928877,0.057767,0.281529,0.297866,0.964466,0.060780,0.245583,0.320505,0.950670,,,,,,,,,,0.032680,0.264311,0.313166,0.003522,0.305068,0.287215,,,,0.004021,0.244978,0.324831,0.057862,0.281601,0.297942,0.060967,0.245598,0.320444
392,6.533333,0.446842,0.168788,0.802405,0.357756,0.027309,0.191800,0.184332,0.000203,0.031409,0.264361,0.313778,0.958711,0.002023,0.304942,0.287948,0.970333,0.027306,0.191800,0.184335,0.000000,0.002937,0.244841,0.324999,0.928877,0.056360,0.281685,0.298497,0.964466,0.059498,0.245639,0.320958,0.950670,,,,,,,,,,0.031307,0.264275,0.313681,0.002039,0.305039,0.287866,,,,0.002720,0.244738,0.325173,0.056449,0.281754,0.298558,0.059713,0.245660,0.320900
393,6.550000,0.446149,0.167570,0.804176,0.355208,0.026572,0.192317,0.184525,0.000201,0.029996,0.264333,0.314293,0.957784,0.000497,0.304893,0.288559,0.967021,0.026569,0.192317,0.184527,0.000000,0.001582,0.244637,0.325353,0.922963,0.054910,0.281835,0.299156,0.968257,0.058150,0.245707,0.321469,0.947405,,,,,,,,,,0.029896,0.264260,0.314179,0.000521,0.304995,0.288479,,,,0.001371,0.244513,0.325539,0.055000,0.281893,0.299225,0.058348,0.245745,0.321408
394,6.566667,0.446582,0.165658,0.805228,0.353170,0.025632,0.192911,0.184682,0.000199,0.028781,0.264212,0.314851,0.957784,-0.000783,0.304851,0.289316,0.967021,0.025628,0.192911,0.184684,0.000000,0.000400,0.244394,0.325775,0.922963,0.053670,0.281853,0.299834,0.968257,0.056968,0.245608,0.321949,0.947405,,,,,,,,,,0.028677,0.264146,0.314744,-0.000774,0.304954,0.289230,,,,0.000208,0.244275,0.325956,0.053768,0.281915,0.299906,0.057156,0.245628,0.321890
395,6.583333,0.446773,0.164134,0.806273,0.351252,0.024745,0.193395,0.184831,0.000196,0.027584,0.264098,0.315334,0.960368,-0.002050,0.304783,0.289956,0.970068,0.024741,0.193395,0.184833,0.000000,-0.000761,0.244160,0.326134,0.928248,0.052447,0.281867,0.300425,0.964509,0.055809,0.245528,0.322375,0.951551,,,,,,,,,,0.027510,0.264000,0.315233,-0.002053,0.304876,0.289880,,,,-0.000973,0.244063,0.326302,0.052553,0.281937,0.300489,0.055992,0.245559,0.322319
396,6.600000,0.444984,0.165715,0.807967,0.348880,0.024264,0.193118,0.185215,0.000184,0.026279,0.263985,0.315644,0.960368,-0.003576,0.304434,0.290145,0.970068,0.024261,0.193118,0.185217,0.000000,-0.001952,0.243862,0.326396,0.928248,0.051055,0.281912,0.300777,0.964509,0.054616,0.245622,0.322777,0.951551,,,,,,,,,,0.026207,0.263985,0.315569,-0.003646,0.304383,0.290078,,,,-0.002185,0.243867,0.326538,0.051256,0.282015,0.300915,0.054790,0.245564,0.322640
397,6.616667,0.444559,0.165122,0.809261,0.346697,0.023439,0.193463,0.185309,0.000174,0.024969,0.263942,0.315955,0.973030,-0.005011,0.304346,0.290534,0.976376,0.023436,0.193463,0.185311,0.000000,-0.003197,0.243672,0.326603,0.934258,0.049694,0.282014,0.301181,0.939010,0.053369,0.245672,0.323076,0.944532,,,,,,,,,,0.024892,0.263914,0.315884,-0.005071,0.304306,0.290473,,,,-0.003424,0.243681,0.326735,0.049880,0.282104,0.301310,0.053546,0.245640,0.322947
398,6.633333,0.445619,0.161743,0.809879,0.345482,0.022224,0.194410,0.185162,0.000201,0.023720,0.263907,0.316334,0.973030,-0.006201,0.304530,0.291192,0.976376,0.022221,0.194410,0.185165,0.000000,-0.004474,0.243585,0.326808,0.934258,0.048474,0.282065,0.301714,0.939010,0.052097,0.245557,0.323340,0.944532,,,,,,,,,,0.023602,0.263817,0.316227,-0.006187,0.304638,0.291106,,,,-0.004663,0.243463,0.326991,0.048580,0.282136,0.301786,0.052284,0.245591,0.323278
399,6.650000,0.444286,0.163015,0.811366,0.343105,0.021660,0.194159,0.185501,0.000172,0.022467,0.263713,0.316647,0.969237,-0.007669,0.304132,0.291435,0.973195,0.021657,0.194159,0.185503,0.000000,-0.005614,0.243213,0.327078,0.934215,0.047130,0.282025,0.302067,0.935190,0.050948,0.245548,0.323713,0.945767,,,,,,,,,,0.022403,0.263657,0.316558,-0.007744,0.304101,0.291366,,,,-0.005835,0.243234,0.327219,0.047320,0.282122,0.302215,0.051119,0.245517,0.323582
400,6.666667,0.443840,0.162552,0.812240,0.341831,0.020795,0.194334,0.185627,0.000174,0.021251,0.263645,0.316904,0.969237,-0.008946,0.304039,0.291724,0.973195,0.020792,0.194334,0.185629,0.000000,-0.006795,0.243059,0.327256,0.934215,0.045891,0.282043,0.302392,0.935190,0.049766,0.245536,0.323975,0.945767,,,,,,,,,,0.021187,0.263620,0.316815,-0.009028,0.303991,0.291658,,,,-0.007019,0.243080,0.327394,0.046090,0.282148,0.302539,0.049937,0.245482,0.323844
401,6.683333,0.444748,0.160238,0.812492,0.341145,0.019555,0.195039,0.185487,0.000202,0.020070,0.263683,0.317114,0.958727,-0.010082,0.304236,0.292137,0.965200,0.019551,0.195039,0.185490,0.000000,-0.008000,0.243074,0.327359,0.928150,0.044730,0.282128,0.302698,0.966461,0.048565,0.245508,0.324097,0.946702,,,,,,,,,,0.019959,0.263605,0.317020,-0.010070,0.304343,0.292049,,,,-0.008195,0.242953,0.327533,0.044823,0.282193,0.302772,0.048766,0.245535,0.324033
402,6.700000,0.442306,0.162854,0.814036,0.339395,0.019086,0.194479,0.185899,0.000167,0.018724,0.263632,0.317259,0.958727,-0.011636,0.303876,0.292036,0.965200,0.019082,0.194479,0.185901,0.000000,-0.009231,0.242867,0.327501,0.928150,0.043298,0.282194,0.302846,0.966461,0.047324,0.245684,0.324397,0.946702,,,,,,,,,,0.018667,0.263593,0.317177,-0.011716,0.303832,0.291973,,,,-0.009458,0.242894,0.327628,0.043485,0.282286,0.302990,0.047502,0.245648,0.324271
403,6.716667,0.442761,0.160142,0.814727,0.338435,0.018029,0.195300,0.185702,0.000201,0.017519,0.263690,0.317461,0.959698,-0.012785,0.304096,0.292428,0.967026,0.018025,0.195300,0.185704,0.000000,-0.010462,0.242880,0.327543,0.928170,0.042123,0.282323,0.303189,0.965127,0.046100,0.245687,0.324534,0.952712,,,,,,,,,,0.017416,0.263623,0.317356,-0.012782,0.304202,0.292351,,,,-0.010652,0.242748,0.327712,0.042230,0.282392,0.303246,0.046282,0.245710,0.324491
404,6.733333,0.440601,0.161533,0.816424,0.336498,0.017819,0.195005,0.185973,0.000266,0.016427,0.263583,0.317628,0.959698,-0.014041,0.303762,0.292431,0.967026,0.017816,0.195005,0.185975,0.000000,-0.011458,0.242614,0.327644,0.928170,0.040964,0.282348,0.303414,0.965127,0.045095,0.245768,0.324827,0.952712,,,,,,,,,,0.016318,0.263505,0.317531,-0.014187,0.303674,0.292334,,,,-0.011739,0.242636,0.327851,0.041365,0.282598,0.303582,0.045230,0.245661,0.324646
405,6.750000,0.440884,0.161780,0.816418,0.336022,0.016660,0.194849,0.186104,0.000173,0.015309,0.263399,0.317774,0.970246,-0.015214,0.303556,0.292609,0.972535,0.016656,0.194849,0.186106,0.000000,-0.012549,0.242403,0.327807,0.937202,0.039818,0.282189,0.303545,0.935190,0.043999,0.245609,0.324947,0.946851,,,,,,,,,,0.015240,0.263393,0.317677,-0.015292,0.303508,0.292549,,,,-0.012762,0.242415,0.327939,0.040012,0.282273,0.303695,0.044166,0.245568,0.324821
406,6.766667,0.440540,0.161469,0.817013,0.335175,0.015917,0.194850,0.186169,0.000179,0.014321,0.263238,0.317920,0.973505,-0.016242,0.303376,0.292773,0.971332,0.015913,0.194850,0.186171,0.000000,-0.013514,0.242184,0.327900,0.933851,0.038813,0.282085,0.303739,0.933418,0.043032,0.245485,0.325101,0.944596,,,,,,,,,,0.014255,0.263215,0.317840,-0.016319,0.303345,0.292694,,,,-0.013735,0.242181,0.328044,0.039009,0.282177,0.303894,0.043200,0.245450,0.324960
407,6.783333,0.440371,0.161285,0.817442,0.334439,0.015085,0.194777,0.186268,0.000192,0.013324,0.263034,0.318085,0.973505,-0.017281,0.303155,0.292961,0.971332,0.015082,0.194777,0.186270,0.000000,-0.014487,0.241933,0.328029,0.933851,0.037798,0.281929,0.303935,0.933418,0.042056,0.245314,0.325264,0.944596,,,,,,,,,,0.013252,0.262993,0.318002,-0.017364,0.303124,0.292875,,,,-0.014722,0.241936,0.328183,0.038005,0.282045,0.304094,0.042238,0.245266,0.325121
408,6.800000,0.439823,0.161214,0.817893,0.334092,0.014265,0.194570,0.186427,0.000183,0.012274,0.262798,0.318256,0.968967,-0.018339,0.302894,0.293102,0.973058,0.014262,0.194570,0.186429,0.000000,-0.015528,0.241667,0.328161,0.930600,0.036747,0.281720,0.304140,0.931688,0.041015,0.245105,0.325466,0.943682,,,,,,,,,,0.012199,0.262757,0.318166,-0.018414,0.302849,0.293039,,,,-0.015768,0.241679,0.328300,0.036954,0.281828,0.304281,0.041198,0.245072,0.325339
409,6.816667,0.438289,0.160046,0.819352,0.333094,0.014046,0.194561,0.186465,0.000270,0.011353,0.262490,0.318436,0.968967,-0.019237,0.302578,0.293241,0.973058,0.014042,0.194561,0.186467,0.000000,-0.016447,0.241279,0.328176,0.930600,0.035846,0.281493,0.304466,0.931688,0.040099,0.244840,0.325729,0.943682,,,,,,,,,,0.011227,0.262435,0.318328,-0.019364,0.302473,0.293155,,,,-0.016737,0.241280,0.328388,0.036260,0.281744,0.304634,0.040229,0.244747,0.325544
410,6.833333,0.438560,0.160192,0.819186,0.333073,0.012954,0.194136,0.186629,0.000180,0.010355,0.262077,0.318596,0.968677,-0.020251,0.302164,0.293418,0.974871,0.012950,0.194135,0.186631,0.000000,-0.017439,0.240868,0.328357,0.931472,0.034840,0.281078,0.304607,0.934293,0.039106,0.244427,0.325870,0.941939,,,,,,,,,,0.010271,0.262049,0.318507,-0.020311,0.302109,0.293360,,,,-0.017677,0.240879,0.328491,0.035035,0.281174,0.304755,0.039294,0.244403,0.325736
411,6.850000,0.437568,0.158635,0.820438,0.332041,0.012635,0.194188,0.186612,0.000260,0.009483,0.261703,0.318785,0.968677,-0.021095,0.301825,0.293631,0.974871,0.012632,0.194188,0.186614,0.000000,-0.018312,0.240422,0.328383,0.931472,0.033987,0.280784,0.304942,0.934293,0.038235,0.244071,0.326102,0.941939,,,,,,,,,,0.009342,0.261650,0.318682,-0.021228,0.301728,0.293538,,,,-0.018581,0.240432,0.328587,0.034392,0.281014,0.305122,0.038373,0.243980,0.325913
412,6.866667,0.436617,0.158035,0.821312,0.331418,0.012146,0.193930,0.186740,0.000260,0.008568,0.261285,0.318984,0.952341,-0.022003,0.301394,0.293800,0.954423,0.012143,0.193930,0.186742,0.000000,-0.019223,0.239955,0.328486,0.910347,0.033080,0.280417,0.305225,0.873174,0.037325,0.243685,0.326353,0.937673,,,,,,,,,,0.008438,0.261205,0.318869,-0.022121,0.301287,0.293711,,,,-0.019511,0.239971,0.328699,0.033479,0.280674,0.305404,0.037462,0.243598,0.326163
413,6.883333,0.436756,0.157728,0.821281,0.331458,0.011167,0.193517,0.186889,0.000187,0.007621,0.260801,0.319170,0.952341,-0.022935,0.300936,0.294010,0.954423,0.011164,0.193517,0.186891,0.000000,-0.020178,0.239476,0.328662,0.910347,0.032140,0.279930,0.305421,0.873174,0.036372,0.243185,0.326528,0.937673,,,,,,,,,,0.007526,0.260776,0.319084,-0.023016,0.300895,0.293945,,,,-0.020398,0.239478,0.328796,0.032364,0.280026,0.305565,0.036545,0.243153,0.326402
414,6.900000,0.435308,0.156039,0.822804,0.330382,0.011064,0.193544,0.186898,0.000270,0.006805,0.260392,0.319378,0.952898,-0.023708,0.300555,0.294210,0.950170,0.011061,0.193544,0.186900,0.000000,-0.020998,0.238988,0.328676,0.911381,0.031353,0.279609,0.305801,0.870156,0.035554,0.242803,0.326809,0.939278,,,,,,,,,,0.006683,0.260317,0.319256,-0.023858,0.300463,0.294119,,,,-0.021285,0.239004,0.328884,0.031773,0.279853,0.305984,0.035693,0.242712,0.326632
415,6.916667,0.435116,0.156133,0.822867,0.330435,0.010236,0.193016,0.187077,0.000196,0.005927,0.259904,0.319536,0.952898,-0.024582,0.300057,0.294345,0.950170,0.010232,0.193015,0.187079,0.000000,-0.021877,0.238501,0.328831,0.911381,0.030477,0.279120,0.305960,0.870156,0.034675,0.242320,0.326981,0.939278,,,,,,,,,,0.005840,0.259882,0.319447,-0.024665,0.300023,0.294274,,,,-0.022113,0.238498,0.328968,0.030691,0.279211,0.306111,0.034867,0.242288,0.326854
416,6.933333,0.433819,0.154498,0.824433,0.329000,0.010216,0.193079,0.187052,0.000262,0.005201,0.259483,0.319730,0.952261,-0.025299,0.299653,0.294557,0.949333,0.010212,0.193079,0.187054,0.000000,-0.022590,0.237981,0.328834,0.912231,0.029761,0.278805,0.306325,0.868956,0.033960,0.241941,0.327231,0.944025,,,,,,,,,,0.005099,0.259377,0.319609,-0.025457,0.299559,0.294472,,,,-0.022878,0.238011,0.329032,0.030186,0.279056,0.306501,0.034084,0.241861,0.327062
