Format Version,1.23,Take Name,danielle_nziz_001,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.03.460 PM,Total Frames in Take,395,Total Exported Frames,395,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
38,0.633333,0.246934,-0.031262,0.791912,0.557604,0.007611,0.156729,0.189230,0.000200,-0.022589,0.235945,0.311093,0.932183,-0.015671,0.281651,0.278834,0.939761,0.007608,0.156730,0.189230,0.000000,-0.058013,0.231374,0.304624,0.934658,0.011213,0.239502,0.312081,0.922857,-0.012312,0.208309,0.329029,0.917469,,,,,,,-0.022671,0.235694,0.311057,-0.015662,0.281740,0.278625,,,,-0.057904,0.231597,0.304721,0.011124,0.239760,0.312218,-0.012258,0.207988,0.329040
39,0.650000,0.247653,-0.033830,0.791794,0.557302,0.007312,0.157537,0.189198,0.000198,-0.023025,0.236166,0.311407,0.929598,-0.016013,0.282027,0.279390,0.939374,0.007308,0.157538,0.189198,0.000000,-0.058442,0.231659,0.304856,0.932095,0.010778,0.239688,0.312470,0.919767,-0.012803,0.208431,0.329221,0.918119,,,,,,,-0.023099,0.235898,0.311362,-0.015998,0.282127,0.279170,,,,-0.058340,0.231885,0.304966,0.010676,0.239951,0.312623,-0.012745,0.208108,0.329224
40,0.666667,0.247146,-0.035543,0.791920,0.557242,0.007131,0.158204,0.189310,0.000207,-0.023495,0.236588,0.311604,0.929598,-0.016364,0.282514,0.279706,0.939374,0.007127,0.158206,0.189310,0.000000,-0.058896,0.232118,0.304945,0.932095,0.010308,0.240085,0.312769,0.919767,-0.013340,0.208808,0.329386,0.918119,,,,,,,-0.023577,0.236330,0.311562,-0.016349,0.282621,0.279486,,,,-0.058799,0.232332,0.305054,0.010242,0.240360,0.312908,-0.013305,0.208469,0.329401
41,0.683333,0.246839,-0.037998,0.792525,0.556354,0.007069,0.159092,0.189362,0.000187,-0.024061,0.236967,0.311853,0.931850,-0.016855,0.283025,0.280162,0.940709,0.007066,0.159094,0.189362,0.000000,-0.059435,0.232494,0.305050,0.938296,0.009734,0.240488,0.313153,0.924189,-0.013946,0.209126,0.329562,0.924510,,,,,,,-0.024144,0.236710,0.311816,-0.016826,0.283128,0.279951,,,,-0.059341,0.232692,0.305163,0.009647,0.240742,0.313294,-0.013899,0.208827,0.329556
42,0.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024660,0.237033,0.312076,-0.017315,0.283599,0.280417,,,,-0.059839,0.233088,0.305338,0.009131,0.241110,0.313639,-0.014426,0.209083,0.329731
43,0.716667,-0.247545,0.041503,-0.793050,-0.555041,0.006643,0.160754,0.189410,0.000191,-0.024949,0.237745,0.312341,0.926939,-0.017690,0.284029,0.280994,0.940889,0.006639,0.160755,0.189410,0.000000,-0.060297,0.233285,0.305396,0.934110,0.008838,0.241291,0.313772,0.922934,-0.014862,0.209791,0.329888,0.924290,,,,,,,-0.025027,0.237467,0.312300,-0.017668,0.284137,0.280785,,,,-0.060188,0.233497,0.305508,0.008741,0.241549,0.313909,-0.014818,0.209492,0.329890
44,0.733333,-0.246832,0.042890,-0.794843,-0.552683,0.007163,0.161556,0.189523,0.000226,-0.025274,0.238090,0.312520,0.926939,-0.018129,0.284485,0.281313,0.940889,0.007159,0.161558,0.189523,0.000000,-0.060573,0.233470,0.305431,0.934110,0.008490,0.241800,0.314086,0.922934,-0.015113,0.210144,0.330037,0.924290,,,,,,,-0.025301,0.237912,0.312517,-0.017986,0.284674,0.281117,,,,-0.060710,0.233479,0.305542,0.008480,0.242033,0.314149,-0.015082,0.209891,0.330062
45,0.750000,-0.248704,0.044732,-0.794981,-0.551499,0.006796,0.162656,0.189491,0.000207,-0.025644,0.238461,0.312937,0.960204,-0.018582,0.285039,0.281983,0.926896,0.006792,0.162658,0.189491,0.000000,-0.060942,0.233836,0.305849,0.961663,0.008116,0.242206,0.314498,0.943163,-0.015434,0.210431,0.330290,0.938188,,,,,,,-0.025691,0.238310,0.312946,-0.018440,0.285216,0.281798,,,,-0.061052,0.233836,0.305956,0.008101,0.242427,0.314552,-0.015403,0.210186,0.330306
46,0.766667,-0.251063,0.046728,-0.795215,-0.549925,0.006342,0.163743,0.189554,0.000223,-0.026087,0.238675,0.313535,0.959220,-0.019157,0.285468,0.282877,0.926031,0.006338,0.163744,0.189554,0.000000,-0.061385,0.234026,0.306463,0.962255,0.007668,0.242477,0.315077,0.940515,-0.015799,0.210552,0.330692,0.930033,,,,,,,-0.026131,0.238520,0.313561,-0.019024,0.285647,0.282683,,,,-0.061503,0.234046,0.306554,0.007652,0.242708,0.315130,-0.015755,0.210277,0.330715
47,0.783333,-0.252132,0.048507,-0.795807,-0.548423,0.006131,0.164809,0.189707,0.000228,-0.026551,0.239084,0.314017,0.959220,-0.019706,0.286037,0.283584,0.926031,0.006128,0.164811,0.189708,0.000000,-0.061834,0.234389,0.306898,0.962255,0.007193,0.242954,0.315600,0.940515,-0.016212,0.210904,0.331048,0.930033,,,,,,,-0.026596,0.238930,0.314034,-0.019552,0.286221,0.283387,,,,-0.061965,0.234381,0.307013,0.007188,0.243201,0.315660,-0.016186,0.210636,0.331054
48,0.800000,-0.252619,0.048716,-0.796031,-0.547856,0.005810,0.165646,0.189868,0.000216,-0.026907,0.239745,0.314274,0.955287,-0.020124,0.286739,0.283892,0.926311,0.005806,0.165648,0.189868,0.000000,-0.062187,0.235020,0.307163,0.959471,0.006834,0.243650,0.315849,0.933945,-0.016530,0.211557,0.331270,0.932306,,,,,,,-0.026942,0.239570,0.314289,-0.019986,0.286912,0.283697,,,,-0.062303,0.235036,0.307275,0.006827,0.243906,0.315914,-0.016510,0.211287,0.331273
49,0.816667,-0.252767,0.048464,-0.796713,-0.546817,0.005686,0.166605,0.190003,0.000237,-0.027211,0.240593,0.314428,0.955287,-0.020550,0.287611,0.284055,0.926311,0.005682,0.166606,0.190004,0.000000,-0.062480,0.235779,0.307318,0.959471,0.006520,0.244583,0.316001,0.933945,-0.016762,0.212428,0.331416,0.932306,,,,,,,-0.027247,0.240417,0.314442,-0.020400,0.287816,0.283856,,,,-0.062613,0.235787,0.307420,0.006497,0.244825,0.316051,-0.016719,0.212149,0.331449
50,0.833333,-0.253116,0.047548,-0.796956,-0.546382,0.005391,0.167419,0.190113,0.000242,-0.027440,0.241469,0.314518,0.953901,-0.020890,0.288470,0.284095,0.923080,0.005387,0.167421,0.190113,0.000000,-0.062712,0.236598,0.307462,0.952713,0.006287,0.245510,0.316041,0.933536,-0.016927,0.213334,0.331517,0.929798,,,,,,,-0.027473,0.241288,0.314529,-0.020749,0.288652,0.283892,,,,-0.062866,0.236618,0.307569,0.006290,0.245765,0.316117,-0.016882,0.213057,0.331526
51,0.850000,-0.253058,0.047244,-0.797735,-0.545297,0.005413,0.168360,0.190199,0.000229,-0.027652,0.242329,0.314590,0.953901,-0.021223,0.289345,0.284165,0.923080,0.005409,0.168362,0.190199,0.000000,-0.062909,0.237361,0.307525,0.952713,0.006064,0.246462,0.316121,0.933536,-0.017066,0.214224,0.331593,0.929798,,,,,,,-0.027696,0.242172,0.314608,-0.021069,0.289550,0.283967,,,,-0.063030,0.237339,0.307639,0.006055,0.246696,0.316170,-0.017046,0.213965,0.331610
52,0.866667,-0.253124,0.046654,-0.798368,-0.544390,0.005369,0.169210,0.190279,0.000228,-0.027834,0.243156,0.314647,0.957660,-0.021530,0.290174,0.284198,0.920183,0.005365,0.169211,0.190279,0.000000,-0.063081,0.238099,0.307596,0.956169,0.005872,0.247372,0.316165,0.939725,-0.017174,0.215086,0.331660,0.934704,,,,,,,-0.027875,0.242992,0.314651,-0.021373,0.290374,0.284005,,,,-0.063213,0.238086,0.307710,0.005851,0.247607,0.316217,-0.017136,0.214828,0.331682
53,0.883333,-0.253429,0.046304,-0.798763,-0.543698,0.005377,0.170096,0.190284,0.000230,-0.027880,0.243974,0.314678,0.957660,-0.021676,0.291005,0.284229,0.920183,0.005373,0.170097,0.190284,0.000000,-0.063122,0.238856,0.307648,0.956169,0.005820,0.248248,0.316176,0.939725,-0.017160,0.215920,0.331682,0.934704,,,,,,,-0.027914,0.243820,0.314694,-0.021538,0.291185,0.284027,,,,-0.063250,0.238861,0.307760,0.005815,0.248499,0.316245,-0.017132,0.215638,0.331688
54,0.900000,-0.253466,0.045101,-0.798978,-0.543467,0.005559,0.170686,0.190314,0.000235,-0.027634,0.244746,0.314617,0.960942,-0.021525,0.291730,0.284077,0.920268,0.005555,0.170688,0.190315,0.000000,-0.062878,0.239573,0.307640,0.957036,0.006062,0.249064,0.316066,0.940950,-0.016859,0.216736,0.331658,0.934140,,,,,,,-0.027675,0.244596,0.314638,-0.021378,0.291931,0.283878,,,,-0.063008,0.239552,0.307751,0.006062,0.249294,0.316118,-0.016835,0.216474,0.331674
55,0.916667,-0.253930,0.043634,-0.798698,-0.543781,0.005605,0.171217,0.190281,0.000217,-0.027275,0.245523,0.314521,0.960942,-0.021241,0.292447,0.283872,0.920268,0.005602,0.171219,0.190281,0.000000,-0.062536,0.240337,0.307642,0.957036,0.006425,0.249843,0.315876,0.940950,-0.016458,0.217546,0.331590,0.934140,,,,,,,-0.027304,0.245362,0.314528,-0.021101,0.292627,0.283678,,,,-0.062672,0.240343,0.307751,0.006402,0.250069,0.315948,-0.016408,0.217295,0.331596
56,0.933333,-0.253950,0.042627,-0.798805,-0.543694,0.005883,0.171733,0.190291,0.000228,-0.026922,0.246207,0.314451,0.964089,-0.020956,0.293087,0.283723,0.923287,0.005880,0.171735,0.190292,0.000000,-0.062186,0.240983,0.307618,0.957927,0.006777,0.250555,0.315763,0.935510,-0.016065,0.218264,0.331551,0.926587,,,,,,,-0.026961,0.246069,0.314463,-0.020809,0.293267,0.283523,,,,-0.062310,0.240980,0.307732,0.006756,0.250805,0.315822,-0.016028,0.217974,0.331567
57,0.950000,-0.254414,0.041700,-0.798470,-0.544040,0.005898,0.172195,0.190282,0.000217,-0.026635,0.246821,0.314421,0.964089,-0.020710,0.293664,0.283629,0.923287,0.005894,0.172197,0.190282,0.000000,-0.061915,0.241603,0.307663,0.957927,0.007068,0.251157,0.315663,0.935510,-0.015756,0.218894,0.331532,0.926587,,,,,,,-0.026664,0.246677,0.314439,-0.020567,0.293837,0.283428,,,,-0.062047,0.241606,0.307775,0.007040,0.251393,0.315736,-0.015709,0.218626,0.331529
58,0.966667,-0.254839,0.041045,-0.798751,-0.543479,0.006127,0.172757,0.190298,0.000224,-0.026373,0.247372,0.314452,0.958572,-0.020560,0.294215,0.283638,0.922075,0.006123,0.172759,0.190298,0.000000,-0.061653,0.242097,0.307737,0.958819,0.007324,0.251761,0.315652,0.939576,-0.015430,0.219467,0.331559,0.932535,,,,,,,-0.026417,0.247213,0.314467,-0.020424,0.294404,0.283431,,,,-0.061773,0.242103,0.307850,0.007308,0.251991,0.315725,-0.015387,0.219201,0.331565
59,0.983333,-0.255733,0.041233,-0.799126,-0.542493,0.006297,0.173472,0.190211,0.000233,-0.026231,0.247807,0.314526,0.958572,-0.020538,0.294714,0.283788,0.922075,0.006294,0.173474,0.190211,0.000000,-0.061507,0.242474,0.307836,0.958819,0.007459,0.252260,0.315702,0.939576,-0.015217,0.219894,0.331574,0.932535,,,,,,,-0.026274,0.247688,0.314547,-0.020389,0.294906,0.283583,,,,-0.061637,0.242453,0.307949,0.007440,0.252489,0.315761,-0.015175,0.219613,0.331585
60,1.000000,-0.256414,0.041052,-0.799312,-0.541911,0.006324,0.174075,0.190253,0.000209,-0.026157,0.248277,0.314659,0.955456,-0.020560,0.295214,0.283950,0.926729,0.006320,0.174077,0.190253,0.000000,-0.061434,0.242904,0.308006,0.958676,0.007528,0.252772,0.315800,0.943678,-0.015088,0.220366,0.331674,0.942125,0.332690,0.457692,0.355983,,,,-0.026187,0.248101,0.314660,-0.020431,0.295399,0.283762,,,,-0.061559,0.242909,0.308114,0.007513,0.252987,0.315868,-0.015049,0.220138,0.331683
61,1.016667,-0.256940,0.041106,-0.799679,-0.541115,0.006377,0.174754,0.190240,0.000212,-0.026163,0.248772,0.314740,0.959685,-0.020661,0.295751,0.284076,0.926980,0.006374,0.174756,0.190240,0.000000,-0.061435,0.243347,0.308100,0.957223,0.007515,0.253323,0.315868,0.936656,-0.015038,0.220862,0.331720,0.936741,0.332669,0.457844,0.355796,,,,-0.026201,0.248615,0.314741,-0.020510,0.295924,0.283896,,,,-0.061557,0.243335,0.308219,0.007497,0.253571,0.315918,-0.015012,0.220611,0.331731
62,1.033333,-0.257733,0.041169,-0.800169,-0.540008,0.006337,0.175573,0.190180,0.000230,-0.026269,0.249330,0.314818,0.959685,-0.020903,0.296367,0.284219,0.926980,0.006334,0.175575,0.190180,0.000000,-0.061533,0.243833,0.308199,0.957223,0.007399,0.253958,0.315923,0.936656,-0.015064,0.221421,0.331747,0.936741,0.332581,0.457969,0.355775,,,,-0.026299,0.249181,0.314813,-0.020765,0.296548,0.284033,,,,-0.061671,0.243819,0.308316,0.007410,0.254203,0.315981,-0.015045,0.221159,0.331764
63,1.050000,-0.258346,0.040908,-0.800988,-0.538519,0.006400,0.176423,0.190123,0.000238,-0.026370,0.249949,0.314854,0.956743,-0.021189,0.297033,0.284296,0.924084,0.006397,0.176424,0.190124,0.000000,-0.061620,0.244336,0.308256,0.956989,0.007283,0.254692,0.315940,0.941409,-0.015057,0.222063,0.331749,0.932600,0.332495,0.458195,0.355590,,,,-0.026398,0.249780,0.314828,-0.021069,0.297236,0.284105,,,,-0.061751,0.244341,0.308367,0.007287,0.254917,0.316007,-0.015022,0.221798,0.331790
64,1.066667,-0.258750,0.040739,-0.801488,-0.537593,0.006368,0.177353,0.190034,0.000225,-0.026498,0.250734,0.314826,0.956743,-0.021433,0.297847,0.284294,0.924084,0.006365,0.177355,0.190034,0.000000,-0.061739,0.245049,0.308242,0.956989,0.007145,0.255548,0.315898,0.941409,-0.015117,0.222862,0.331698,0.932600,0.332409,0.458410,0.355410,,,,-0.026537,0.250580,0.314831,-0.021297,0.298043,0.284094,,,,-0.061864,0.245042,0.308355,0.007128,0.255771,0.315966,-0.015072,0.222603,0.331710
65,1.083333,-0.258683,0.040259,-0.802480,-0.536180,0.006541,0.178311,0.189979,0.000218,-0.026615,0.251597,0.314750,0.959625,-0.021711,0.298723,0.284210,0.925398,0.006537,0.178312,0.189980,0.000000,-0.061834,0.245785,0.308159,0.956100,0.007011,0.256532,0.315828,0.941094,-0.015138,0.223769,0.331630,0.940830,0.332281,0.458639,0.355300,,,,-0.026651,0.251440,0.314746,-0.021564,0.298914,0.284034,,,,-0.061961,0.245754,0.308276,0.007008,0.256764,0.315869,-0.015119,0.223534,0.331652
66,1.100000,-0.258774,0.039463,-0.803040,-0.535355,0.006500,0.179231,0.189902,0.000217,-0.026748,0.252539,0.314636,0.959625,-0.021974,0.299652,0.284055,0.925398,0.006496,0.179232,0.189903,0.000000,-0.061957,0.246640,0.308072,0.956100,0.006867,0.257554,0.315689,0.941094,-0.015195,0.224752,0.331530,0.940830,0.332275,0.458783,0.355104,,,,-0.026779,0.252403,0.314629,-0.021831,0.299829,0.283873,,,,-0.062106,0.246618,0.308187,0.006851,0.257768,0.315757,-0.015142,0.224517,0.331535
67,1.116667,-0.258240,0.038599,-0.804881,-0.532907,0.007138,0.180460,0.189836,0.000473,-0.026706,0.253662,0.314472,0.923253,-0.022196,0.300778,0.283856,0.941158,0.007134,0.180462,0.189836,0.000000,-0.061870,0.247534,0.307875,0.914168,0.006875,0.258889,0.315556,0.794869,-0.014996,0.225962,0.331402,0.888876,0.332215,0.459024,0.354859,,,,-0.026888,0.253415,0.314459,-0.022100,0.300871,0.283663,,,,-0.062183,0.247530,0.308017,0.007463,0.259456,0.315638,-0.015179,0.225557,0.331385
68,1.133333,-0.258330,0.037797,-0.805072,-0.532631,0.006882,0.181390,0.189645,0.000244,-0.026931,0.254688,0.314232,0.923253,-0.022498,0.301776,0.283562,0.941158,0.006879,0.181391,0.189645,0.000000,-0.062094,0.248516,0.307673,0.914168,0.006646,0.259952,0.315282,0.794869,-0.015176,0.227018,0.331181,0.888876,0.332147,0.459260,0.354628,,,,-0.026975,0.254503,0.314224,-0.022325,0.301938,0.283372,,,,-0.062235,0.248514,0.307812,0.006627,0.260273,0.315336,-0.015146,0.226721,0.331186
69,1.150000,-0.260257,0.036241,-0.803303,-0.534469,0.005862,0.182438,0.189322,0.000227,-0.026940,0.256024,0.314010,0.924094,-0.022503,0.303055,0.283255,0.944083,0.005858,0.182439,0.189323,0.000000,-0.062165,0.249981,0.307663,0.919351,0.006662,0.261159,0.314858,0.913910,-0.015195,0.228330,0.330926,0.906755,0.332085,0.459514,0.354370,,,,-0.027014,0.255733,0.313963,-0.022527,0.303122,0.283042,,,,-0.062074,0.250278,0.307750,0.006574,0.261446,0.315025,-0.015100,0.227969,0.330931
70,1.166667,-0.260619,0.034930,-0.803788,-0.533651,0.005883,0.183566,0.189047,0.000225,-0.026898,0.257234,0.313692,0.924094,-0.022632,0.304236,0.282867,0.944083,0.005879,0.183567,0.189048,0.000000,-0.062118,0.251093,0.307412,0.919351,0.006692,0.262455,0.314477,0.913910,-0.015054,0.229593,0.330626,0.906755,0.332033,0.459774,0.354087,,,,-0.026968,0.256939,0.313644,-0.022664,0.304302,0.282660,,,,-0.062018,0.251391,0.307496,0.006607,0.262734,0.314641,-0.014966,0.229244,0.330633
71,1.183333,-0.259334,0.030996,-0.805042,-0.532628,0.006133,0.184096,0.189091,0.000230,-0.026839,0.258504,0.313245,0.930415,-0.022849,0.305302,0.282074,0.938409,0.006129,0.184098,0.189091,0.000000,-0.062037,0.252144,0.307060,0.885755,0.006726,0.263897,0.313944,0.887633,-0.014835,0.231045,0.330362,0.898618,0.331996,0.460041,0.353770,,,,-0.026871,0.258233,0.313189,-0.022951,0.305137,0.281923,,,,-0.061933,0.252585,0.307122,0.006675,0.264280,0.314174,-0.014753,0.230657,0.330278
72,1.200000,-0.260008,0.031072,-0.805300,-0.531905,0.006340,0.185771,0.188492,0.000235,-0.026636,0.259982,0.312762,0.930415,-0.022739,0.306822,0.281645,0.938409,0.006337,0.185772,0.188492,0.000000,-0.061830,0.253578,0.306599,0.885755,0.006922,0.265422,0.313440,0.887633,-0.014579,0.232520,0.329836,0.898618,0.331966,0.460302,0.353462,,,,-0.026698,0.259594,0.312672,-0.022734,0.306840,0.281455,,,,-0.061756,0.253919,0.306715,0.006817,0.265808,0.313612,-0.014490,0.232163,0.329828
73,1.216667,-0.257934,0.026252,-0.805706,-0.532559,0.006566,0.186032,0.188455,0.000219,-0.026341,0.261466,0.312005,0.925081,-0.022577,0.307989,0.280399,0.936593,0.006562,0.186034,0.188455,0.000000,-0.061534,0.254938,0.305966,0.883308,0.007208,0.266972,0.312572,0.882642,-0.014208,0.234203,0.329342,0.902645,,,,,,,-0.026361,0.261173,0.311945,-0.022671,0.307800,0.280258,,,,-0.061427,0.255387,0.306036,0.007139,0.267373,0.312807,-0.014131,0.233836,0.329238
74,1.233333,-0.257249,0.024906,-0.805178,-0.533752,0.006814,0.187280,0.187904,0.000232,-0.025874,0.263204,0.311212,0.925081,-0.022045,0.309610,0.279441,0.936593,0.006810,0.187281,0.187904,0.000000,-0.061082,0.256719,0.305218,0.883308,0.007686,0.268650,0.311738,0.882642,-0.013778,0.235979,0.328636,0.902645,,,,,,,-0.025940,0.262883,0.311138,-0.022042,0.309626,0.279248,,,,-0.061012,0.257032,0.305325,0.007592,0.269018,0.311900,-0.013691,0.235603,0.328635
75,1.250000,-0.255473,0.021613,-0.804525,-0.535729,0.007016,0.187809,0.187734,0.000220,-0.025363,0.264814,0.310452,0.913775,-0.021465,0.310949,0.278298,0.954656,0.007012,0.187811,0.187734,0.000000,-0.060593,0.258360,0.304550,0.916696,0.008209,0.270188,0.310897,0.902572,-0.013311,0.237705,0.328085,0.911923,,,,,,,-0.025417,0.264484,0.310367,-0.021465,0.310974,0.278119,,,,-0.060508,0.258666,0.304652,0.008099,0.270530,0.311046,-0.013231,0.237362,0.328098
76,1.266667,-0.254008,0.019300,-0.804333,-0.536801,0.007286,0.188431,0.187597,0.000219,-0.024998,0.266176,0.309873,0.895176,-0.021070,0.312120,0.277449,0.954627,0.007283,0.188433,0.187597,0.000000,-0.060234,0.259717,0.304017,0.911552,0.008579,0.271525,0.310277,0.899214,-0.012962,0.239161,0.327660,0.918573,,,,,,,-0.025039,0.265775,0.309760,-0.021072,0.312161,0.277273,,,,-0.060142,0.260039,0.304131,0.008467,0.271882,0.310428,-0.012897,0.238843,0.327685
77,1.283333,-0.253650,0.018341,-0.804378,-0.536938,0.007383,0.189306,0.187501,0.000221,-0.024871,0.267286,0.309635,0.895176,-0.020971,0.313166,0.277119,0.954627,0.007379,0.189308,0.187501,0.000000,-0.060108,0.260804,0.303808,0.911552,0.008705,0.272646,0.310015,0.899214,-0.012820,0.240310,0.327471,0.918573,,,,,,,-0.024921,0.266931,0.309551,-0.021001,0.313166,0.276937,,,,-0.060024,0.261149,0.303901,0.008622,0.272998,0.310188,-0.012741,0.239968,0.327471
78,1.300000,-0.253402,0.017928,-0.805064,-0.536040,0.007637,0.190293,0.187450,0.000212,-0.024844,0.268256,0.309534,0.906211,-0.021043,0.314130,0.276996,0.950997,0.007633,0.190294,0.187450,0.000000,-0.060063,0.261688,0.303698,0.915431,0.008718,0.273697,0.309922,0.898330,-0.012735,0.241318,0.327388,0.914469,,,,,,,-0.024884,0.267895,0.309443,-0.021034,0.314167,0.276803,,,,-0.059983,0.261995,0.303816,0.008589,0.274047,0.310083,-0.012655,0.240986,0.327392
79,1.316667,-0.252845,0.015230,-0.805375,-0.535918,0.007537,0.190777,0.187600,0.000217,-0.024868,0.269276,0.309361,0.906211,-0.021212,0.314996,0.276592,0.950997,0.007533,0.190778,0.187600,0.000000,-0.060085,0.262613,0.303622,0.915431,0.008685,0.274781,0.309661,0.898330,-0.012675,0.242448,0.327324,0.914469,,,,,,,-0.024888,0.268954,0.309281,-0.021314,0.314808,0.276447,,,,-0.059982,0.263074,0.303699,0.008638,0.275199,0.309912,-0.012608,0.242078,0.327221
80,1.333333,-0.253500,0.016500,-0.805421,-0.535502,0.007614,0.192532,0.187031,0.000239,-0.024840,0.270667,0.309013,0.910198,-0.021178,0.316485,0.276380,0.949281,0.007610,0.192533,0.187031,0.000000,-0.060055,0.264018,0.303242,0.910115,0.008712,0.276174,0.309340,0.896765,-0.012651,0.243788,0.326900,0.904786,,,,,,,-0.024905,0.270325,0.308926,-0.021181,0.316517,0.276180,,,,-0.059942,0.264340,0.303355,0.008591,0.276536,0.309499,-0.012574,0.243415,0.326915
81,1.350000,-0.252537,0.014733,-0.805690,-0.535605,0.007626,0.193680,0.186717,0.000216,-0.024879,0.272263,0.308397,0.910198,-0.021269,0.317955,0.275583,0.949281,0.007623,0.193681,0.186717,0.000000,-0.060088,0.265557,0.302660,0.910115,0.008668,0.277805,0.308695,0.896765,-0.012660,0.245466,0.326388,0.904786,,,,,,,-0.024926,0.271930,0.308298,-0.021278,0.317960,0.275387,,,,-0.060016,0.265885,0.302776,0.008563,0.278163,0.308886,-0.012571,0.245109,0.326376
82,1.366667,-0.250752,0.012664,-0.805986,-0.536050,0.007682,0.194857,0.186364,0.000222,-0.024967,0.274087,0.307586,0.904082,-0.021358,0.319601,0.274525,0.948996,0.007678,0.194859,0.186365,0.000000,-0.060168,0.267328,0.301858,0.911021,0.008576,0.279650,0.307881,0.898703,-0.012746,0.247396,0.325733,0.912989,,,,,,,-0.025030,0.273725,0.307473,-0.021360,0.319642,0.274325,,,,-0.060059,0.267641,0.301986,0.008460,0.279997,0.308055,-0.012675,0.247056,0.325742
83,1.383333,-0.249598,0.010114,-0.806384,-0.536044,0.007570,0.196162,0.185915,0.000202,-0.025131,0.275985,0.306733,0.904082,-0.021621,0.321327,0.273426,0.948996,0.007567,0.196163,0.185915,0.000000,-0.060324,0.269136,0.301065,0.911021,0.008403,0.281606,0.306975,0.898703,-0.012853,0.249412,0.325014,0.912989,,,,,,,-0.025173,0.275643,0.306640,-0.021617,0.321348,0.273233,,,,-0.060248,0.269439,0.301186,0.008288,0.281952,0.307149,-0.012777,0.249083,0.325005
84,1.400000,-0.248339,0.007656,-0.806388,-0.536664,0.007399,0.197468,0.185452,0.000209,-0.025245,0.277962,0.305838,0.898522,-0.021764,0.323117,0.272276,0.951201,0.007395,0.197469,0.185452,0.000000,-0.060440,0.271075,0.300231,0.910047,0.008288,0.283591,0.306029,0.897148,-0.012950,0.251495,0.324262,0.917064,,,,,,,-0.025293,0.277572,0.305735,-0.021770,0.323141,0.272082,,,,-0.060366,0.271407,0.300346,0.008180,0.283944,0.306211,-0.012861,0.251176,0.324261
85,1.416667,-0.246744,0.005320,-0.806895,-0.536665,0.007563,0.198852,0.184996,0.000205,-0.025255,0.279951,0.304929,0.898522,-0.021839,0.324927,0.271120,0.951201,0.007559,0.198854,0.184996,0.000000,-0.060436,0.272973,0.299348,0.910047,0.008269,0.285637,0.305098,0.897148,-0.012921,0.253606,0.323501,0.917064,,,,,,,-0.025282,0.279593,0.304832,-0.021843,0.324956,0.270912,,,,-0.060358,0.273285,0.299475,0.008157,0.285997,0.305280,-0.012857,0.253262,0.323497
86,1.433333,-0.246243,0.003002,-0.806627,-0.537315,0.007388,0.200251,0.184377,0.000228,-0.025196,0.281906,0.303995,0.916019,-0.021833,0.326726,0.269973,0.949526,0.007384,0.200252,0.184377,0.000000,-0.060389,0.274911,0.298511,0.910588,0.008329,0.287587,0.304078,0.895002,-0.012834,0.255645,0.322665,0.902658,,,,,,,-0.025261,0.281588,0.303909,-0.021835,0.326727,0.269772,,,,-0.060308,0.275243,0.298616,0.008203,0.287944,0.304258,-0.012722,0.255272,0.322667
87,1.450000,-0.244494,0.000118,-0.806719,-0.537984,0.007499,0.201487,0.183881,0.000191,-0.025092,0.283947,0.302944,0.916019,-0.021756,0.328534,0.268615,0.949526,0.007495,0.201488,0.183881,0.000000,-0.060283,0.276899,0.297516,0.910588,0.008431,0.289643,0.302980,0.895002,-0.012714,0.257820,0.321791,0.902658,,,,,,,-0.025092,0.283582,0.302834,-0.021772,0.328561,0.268422,,,,-0.060214,0.277218,0.297629,0.008308,0.289982,0.303157,-0.012644,0.257500,0.321803
88,1.466667,-0.242141,-0.002806,-0.806805,-0.538912,0.007643,0.202692,0.183413,0.000196,-0.025032,0.286067,0.301814,0.909322,-0.021673,0.330387,0.267145,0.953542,0.007639,0.202694,0.183413,0.000000,-0.060219,0.278976,0.296416,0.917275,0.008491,0.291763,0.301829,0.900209,-0.012666,0.260086,0.320871,0.918247,,,,,,,-0.025079,0.285722,0.301713,-0.021660,0.330402,0.266960,,,,-0.060156,0.279280,0.296531,0.008363,0.292100,0.302000,-0.012567,0.259774,0.320873
