Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
343,5.716667,0.723670,0.649861,-0.222900,-0.065560,0.045573,0.103790,0.029530,0.000143,0.046762,0.210957,-0.073191,0.976083,0.036715,0.246798,-0.030859,0.950458,0.045576,0.103792,0.029530,0.000000,0.082991,0.211803,-0.071104,0.977475,0.012984,0.208291,-0.070340,0.959645,0.038888,0.186268,-0.095984,0.951890,,,,,,,0.046744,0.210938,-0.073283,0.036712,0.246883,-0.030680,,,,0.082924,0.211860,-0.071082,0.013125,0.208345,-0.070397,0.038834,0.186091,-0.096037
344,5.733333,0.723728,0.650122,-0.222021,-0.065309,0.045575,0.103808,0.029544,0.000134,0.046902,0.211067,-0.073080,0.975776,0.036774,0.246867,-0.030733,0.950512,0.045578,0.103811,0.029544,0.000000,0.083127,0.211922,-0.070933,0.981076,0.013120,0.208389,-0.070288,0.960017,0.039073,0.186396,-0.095908,0.956204,,,,,,,0.046883,0.211059,-0.073175,0.036762,0.246942,-0.030550,,,,0.083065,0.211965,-0.070931,0.013253,0.208447,-0.070355,0.039033,0.186227,-0.095931
345,5.750000,0.723663,0.650472,-0.221209,-0.065298,0.045643,0.103816,0.029543,0.000155,0.047042,0.211198,-0.072950,0.974959,0.036845,0.246943,-0.030572,0.944992,0.045647,0.103818,0.029543,0.000000,0.083264,0.212069,-0.070758,0.981569,0.013258,0.208500,-0.070202,0.958943,0.039252,0.186551,-0.095817,0.947100,,,,,,,0.047019,0.211194,-0.073048,0.036839,0.247033,-0.030371,,,,0.083224,0.212128,-0.070738,0.013395,0.208549,-0.070278,0.039183,0.186356,-0.095864
346,5.766667,0.723643,0.650795,-0.220348,-0.065214,0.045685,0.103817,0.029532,0.000161,0.047181,0.211317,-0.072837,0.974959,0.036911,0.247009,-0.030432,0.944992,0.045688,0.103819,0.029531,0.000000,0.083399,0.212200,-0.070593,0.981569,0.013394,0.208602,-0.070139,0.958943,0.039433,0.186693,-0.095743,0.947100,,,,,,,0.047157,0.211313,-0.072934,0.036890,0.247101,-0.030224,,,,0.083356,0.212251,-0.070586,0.013550,0.208659,-0.070214,0.039366,0.186496,-0.095786
347,5.783333,0.723686,0.650965,-0.219754,-0.065049,0.045715,0.103826,0.029527,0.000160,0.047305,0.211388,-0.072775,0.974975,0.036981,0.247052,-0.030360,0.942823,0.045718,0.103828,0.029527,0.000000,0.083521,0.212277,-0.070491,0.983244,0.013516,0.208665,-0.070116,0.954502,0.039588,0.186776,-0.095705,0.946988,,,,,,,0.047275,0.211370,-0.072871,0.036950,0.247142,-0.030158,,,,0.083476,0.212326,-0.070487,0.013689,0.208732,-0.070182,0.039520,0.186587,-0.095747
348,5.800000,0.723759,0.651065,-0.219287,-0.064812,0.045718,0.103835,0.029518,0.000156,0.047403,0.211428,-0.072750,0.974388,0.037032,0.247078,-0.030335,0.944052,0.045721,0.103837,0.029518,0.000000,0.083616,0.212319,-0.070427,0.983376,0.013611,0.208701,-0.070126,0.950785,0.039712,0.186822,-0.095694,0.948790,,,,,,,0.047379,0.211418,-0.072853,0.036996,0.247164,-0.030135,,,,0.083580,0.212364,-0.070424,0.013779,0.208765,-0.070189,0.039641,0.186638,-0.095730
349,5.816667,0.723717,0.651260,-0.218919,-0.064558,0.045728,0.103849,0.029535,0.000158,0.047459,0.211464,-0.072710,0.975225,0.037036,0.247101,-0.030297,0.944235,0.045731,0.103852,0.029535,0.000000,0.083670,0.212369,-0.070356,0.984174,0.013666,0.208723,-0.070116,0.953765,0.039797,0.186859,-0.095666,0.949799,,,,,,,0.047462,0.211452,-0.072808,0.036996,0.247188,-0.030095,,,,0.083625,0.212414,-0.070358,0.013825,0.208785,-0.070186,0.039719,0.186677,-0.095697
350,5.833333,0.723662,0.651604,-0.218163,-0.064270,0.045649,0.103858,0.029547,0.000158,0.047468,0.211548,-0.072617,0.971718,0.036961,0.247148,-0.030194,0.946348,0.045652,0.103860,0.029547,0.000000,0.083674,0.212473,-0.070208,0.982531,0.013673,0.208785,-0.070076,0.953170,0.039855,0.186956,-0.095603,0.946782,,,,,,,0.047445,0.211545,-0.072728,0.036938,0.247231,-0.029997,,,,0.083639,0.212530,-0.070187,0.013838,0.208840,-0.070144,0.039771,0.186764,-0.095641
351,5.850000,0.723379,0.652138,-0.217532,-0.064187,0.045661,0.103879,0.029555,0.000153,0.047461,0.211670,-0.072503,0.972115,0.036874,0.247218,-0.030055,0.947366,0.045664,0.103882,0.029555,0.000000,0.083664,0.212633,-0.070058,0.982764,0.013666,0.208868,-0.069997,0.952921,0.039897,0.187092,-0.095519,0.948629,,,,,,,0.047424,0.211672,-0.072608,0.036856,0.247295,-0.029860,,,,0.083623,0.212686,-0.070043,0.013830,0.208926,-0.070069,0.039829,0.186901,-0.095551
352,5.866667,0.723111,0.652645,-0.216883,-0.064241,0.045645,0.103898,0.029557,0.000152,0.047422,0.211812,-0.072372,0.977473,0.036766,0.247299,-0.029891,0.948406,0.045648,0.103901,0.029557,0.000000,0.083623,0.212807,-0.069897,0.982310,0.013629,0.208973,-0.069897,0.953038,0.039902,0.187253,-0.095424,0.946706,,,,,,,0.047390,0.211817,-0.072456,0.036752,0.247371,-0.029698,,,,0.083584,0.212865,-0.069888,0.013785,0.209035,-0.069980,0.039831,0.187055,-0.095457
353,5.883333,0.722804,0.653173,-0.216257,-0.064435,0.045613,0.103909,0.029549,0.000155,0.047342,0.211963,-0.072232,0.977473,0.036626,0.247381,-0.029708,0.948406,0.045616,0.103911,0.029549,0.000000,0.083540,0.212991,-0.069734,0.982310,0.013550,0.209087,-0.069781,0.953038,0.039860,0.187429,-0.095322,0.946706,,,,,,,0.047318,0.211974,-0.072322,0.036602,0.247459,-0.029499,,,,0.083505,0.213042,-0.069737,0.013693,0.209162,-0.069859,0.039802,0.187213,-0.095360
354,5.900000,0.722311,0.653944,-0.215407,-0.064986,0.045592,0.103869,0.029449,0.000147,0.047209,0.212160,-0.072081,0.976527,0.036425,0.247465,-0.029481,0.943812,0.045595,0.103872,0.029449,0.000000,0.083404,0.213233,-0.069567,0.984200,0.013419,0.209231,-0.069650,0.955116,0.039770,0.187668,-0.095231,0.943352,,,,,,,0.047189,0.212155,-0.072165,0.036381,0.247555,-0.029290,,,,0.083384,0.213262,-0.069577,0.013559,0.209288,-0.069704,0.039713,0.187498,-0.095274
355,5.916667,0.721584,0.654853,-0.215017,-0.065201,0.045619,0.103923,0.029476,0.000155,0.047015,0.212350,-0.071913,0.978420,0.036153,0.247576,-0.029267,0.946147,0.045622,0.103926,0.029476,0.000000,0.083208,0.213496,-0.069394,0.991024,0.013232,0.209346,-0.069489,0.959985,0.039630,0.187873,-0.095095,0.953830,,,,,,,0.047002,0.212334,-0.072002,0.036125,0.247675,-0.029069,,,,0.083173,0.213543,-0.069384,0.013371,0.209400,-0.069546,0.039565,0.187689,-0.095157
356,5.933333,0.720810,0.655886,-0.214403,-0.065401,0.045620,0.103918,0.029472,0.000159,0.046806,0.212514,-0.071739,0.977115,0.035843,0.247645,-0.029040,0.944148,0.045623,0.103921,0.029472,0.000000,0.082995,0.213741,-0.069202,0.985276,0.013028,0.209427,-0.069334,0.960003,0.039488,0.188057,-0.094964,0.948989,,,,,,,0.046769,0.212516,-0.071841,0.035805,0.247741,-0.028837,,,,0.082955,0.213767,-0.069203,0.013182,0.209493,-0.069372,0.039450,0.187866,-0.095027
357,5.950000,0.720215,0.656758,-0.213775,-0.065265,0.045551,0.103929,0.029476,0.000167,0.046613,0.212636,-0.071616,0.974322,0.035540,0.247699,-0.028890,0.941548,0.045554,0.103932,0.029476,0.000000,0.082797,0.213933,-0.069044,0.990379,0.012840,0.209479,-0.069246,0.956909,0.039366,0.188190,-0.094874,0.948160,,,,,,,0.046564,0.212647,-0.071706,0.035495,0.247803,-0.028685,,,,0.082762,0.213947,-0.069052,0.012997,0.209541,-0.069278,0.039338,0.187999,-0.094949
358,5.966667,0.719545,0.657546,-0.213687,-0.065006,0.045563,0.104018,0.029560,0.000156,0.046424,0.212743,-0.071513,0.974387,0.035264,0.247775,-0.028785,0.944250,0.045566,0.104020,0.029560,0.000000,0.082604,0.214116,-0.068931,0.991007,0.012657,0.209514,-0.069154,0.954479,0.039235,0.188286,-0.094778,0.946591,,,,,,,0.046394,0.212769,-0.071608,0.035215,0.247848,-0.028580,,,,0.082592,0.214147,-0.068946,0.012809,0.209587,-0.069221,0.039174,0.188083,-0.094807
359,5.983333,0.718495,0.658822,-0.213284,-0.065026,0.045715,0.104027,0.029527,0.000156,0.046260,0.212880,-0.071411,0.979533,0.034978,0.247824,-0.028642,0.941891,0.045718,0.104029,0.029527,0.000000,0.082435,0.214364,-0.068817,0.985485,0.012503,0.209541,-0.069065,0.952841,0.039155,0.188429,-0.094708,0.942636,,,,,,,0.046256,0.212900,-0.071490,0.034927,0.247893,-0.028426,,,,0.082404,0.214403,-0.068847,0.012646,0.209633,-0.069146,0.039097,0.188209,-0.094734
360,6.000000,0.718126,0.659632,-0.212003,-0.065074,0.045557,0.103972,0.029414,0.000149,0.046116,0.213042,-0.071290,0.977836,0.034710,0.247878,-0.028465,0.942928,0.045560,0.103974,0.029414,0.000000,0.082284,0.214574,-0.068630,0.989521,0.012360,0.209649,-0.069009,0.961727,0.039087,0.188631,-0.094651,0.955683,,,,,,,0.046105,0.213050,-0.071377,0.034672,0.247971,-0.028261,,,,0.082252,0.214595,-0.068646,0.012488,0.209695,-0.069079,0.039041,0.188463,-0.094682
361,6.016667,0.717509,0.660567,-0.211252,-0.064846,0.045600,0.104011,0.029430,0.000154,0.046048,0.213198,-0.071148,0.977836,0.034514,0.247960,-0.028298,0.942928,0.045603,0.104014,0.029430,0.000000,0.082210,0.214804,-0.068442,0.989521,0.012297,0.209730,-0.068913,0.961727,0.039101,0.188799,-0.094546,0.955683,,,,,,,0.046033,0.213203,-0.071243,0.034458,0.248060,-0.028092,,,,0.082191,0.214818,-0.068458,0.012438,0.209782,-0.068963,0.039050,0.188628,-0.094593
362,6.033333,0.717029,0.661430,-0.210242,-0.064636,0.045640,0.104017,0.029412,0.000163,0.046053,0.213351,-0.071006,0.976049,0.034385,0.248029,-0.028124,0.941054,0.045643,0.104020,0.029412,0.000000,0.082208,0.215020,-0.068238,0.992918,0.012304,0.209818,-0.068831,0.960419,0.039189,0.188973,-0.094451,0.953926,,,,,,,0.046029,0.213365,-0.071097,0.034326,0.248132,-0.027908,,,,0.082195,0.215033,-0.068258,0.012447,0.209876,-0.068883,0.039141,0.188787,-0.094504
363,6.050000,0.716581,0.662280,-0.209163,-0.064401,0.045712,0.104032,0.029405,0.000159,0.046110,0.213517,-0.070848,0.976251,0.034304,0.248110,-0.027935,0.938510,0.045715,0.104034,0.029405,0.000000,0.082256,0.215246,-0.068013,0.993301,0.012363,0.209921,-0.068739,0.959358,0.039330,0.189163,-0.094342,0.950028,,,,,,,0.046058,0.213525,-0.070930,0.034244,0.248197,-0.027729,,,,0.082272,0.215260,-0.068045,0.012499,0.209989,-0.068799,0.039291,0.188986,-0.094374
364,6.066667,0.716221,0.663027,-0.208069,-0.064266,0.045743,0.104053,0.029395,0.000162,0.046151,0.213701,-0.070681,0.976574,0.034222,0.248206,-0.027732,0.940264,0.045747,0.104055,0.029395,0.000000,0.082290,0.215477,-0.067782,0.986203,0.012406,0.210052,-0.068634,0.958721,0.039447,0.189374,-0.094225,0.951248,,,,,,,0.046104,0.213717,-0.070760,0.034147,0.248289,-0.027521,,,,0.082324,0.215488,-0.067824,0.012539,0.210128,-0.068695,0.039401,0.189187,-0.094254
365,6.083333,0.715940,0.663706,-0.206875,-0.064238,0.045703,0.104050,0.029386,0.000161,0.046150,0.213884,-0.070484,0.980267,0.034106,0.248296,-0.027492,0.938737,0.045707,0.104052,0.029386,0.000000,0.082282,0.215699,-0.067520,0.989110,0.012407,0.210191,-0.068502,0.958521,0.039516,0.189594,-0.094085,0.948704,,,,,,,0.046122,0.213900,-0.070556,0.034045,0.248386,-0.027272,,,,0.082275,0.215716,-0.067559,0.012538,0.210267,-0.068569,0.039481,0.189396,-0.094126
366,6.100000,0.716028,0.663829,-0.206498,-0.063199,0.045464,0.104291,0.029780,0.000149,0.046059,0.214031,-0.070193,0.950134,0.033915,0.248478,-0.027257,0.947743,0.045467,0.104293,0.029780,0.000000,0.082184,0.215864,-0.067159,0.975637,0.012313,0.210325,-0.068274,0.935114,0.039482,0.189715,-0.093784,0.933991,,,,,,,0.046084,0.214081,-0.070384,0.033888,0.248471,-0.027050,,,,0.082119,0.215936,-0.067151,0.012509,0.210401,-0.068426,0.039354,0.189523,-0.093656
367,6.116667,0.715565,0.664980,-0.204301,-0.063486,0.045410,0.104081,0.029433,0.000160,0.046071,0.214208,-0.070114,0.969056,0.033746,0.248466,-0.027079,0.947374,0.045413,0.104084,0.029433,0.000000,0.082185,0.216097,-0.066975,0.973381,0.012327,0.210431,-0.068301,0.959491,0.039604,0.189971,-0.093817,0.944388,,,,,,,0.046046,0.214238,-0.070231,0.033739,0.248551,-0.026886,,,,0.082089,0.216130,-0.066942,0.012477,0.210488,-0.068327,0.039582,0.189766,-0.093899
368,6.133333,0.715438,0.665305,-0.203723,-0.063363,0.045403,0.104092,0.029420,0.000161,0.046095,0.214293,-0.070045,0.969056,0.033706,0.248512,-0.026996,0.947374,0.045406,0.104095,0.029420,0.000000,0.082203,0.216202,-0.066869,0.973381,0.012351,0.210495,-0.068268,0.959491,0.039665,0.190070,-0.093771,0.944388,,,,,,,0.046090,0.214336,-0.070148,0.033701,0.248594,-0.026802,,,,0.082102,0.216236,-0.066842,0.012489,0.210548,-0.068306,0.039639,0.189858,-0.093851
369,6.150000,0.715446,0.665353,-0.203540,-0.063349,0.045408,0.104123,0.029424,0.000163,0.046124,0.214348,-0.070014,0.972025,0.033722,0.248556,-0.026960,0.947263,0.045411,0.104126,0.029424,0.000000,0.082232,0.216258,-0.066827,0.972467,0.012380,0.210548,-0.068248,0.961812,0.039703,0.190131,-0.093748,0.942980,,,,,,,0.046119,0.214391,-0.070121,0.033721,0.248637,-0.026762,,,,0.082136,0.216299,-0.066796,0.012514,0.210603,-0.068291,0.039671,0.189911,-0.093827
